Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,maxlogit,sentiment,GS
2010-01-04,0.013600422375392274,0.11413648178214686,-1.163049835195651,0.4706896197257606,0.22565646276105156,-0.22419793102004082,-0.4458690466726618,-0.6243432953541959,-0.2575917513246955,0.9174191421368612,-0.5815232120530647,-0.39641317521804087,1.3622817038372397,-0.8049586049912301,-0.4098543060973505,-1.0091692955629927,-0.2976275453869879,-0.08694068237676,0.6428406335921238,0.07311865592828293,0.04724239516950918,0.4092126268915127,-0.03565748273299041,0.21113951705394843,-0.010762455527044024,-0.1429026999681587,-0.23322627729157666,0.0023889061671096834,-0.11691867020863538,0.16246149139158347,0.0,1,0.07264527220208142
2010-01-05,0.013600422375392274,0.11413648178214686,-1.163049835195651,0.4706896197257606,0.22565646276105156,-0.22419793102004082,-0.4458690466726618,-0.6243432953541959,-0.2575917513246955,0.9174191421368612,-0.5815232120530647,-0.39641317521804087,1.3622817038372397,-0.8049586049912301,-0.4098543060973505,-1.0091692955629927,-0.2976275453869879,-0.08694068237676,0.6428406335921238,0.07311865592828293,0.04724239516950918,0.4092126268915127,-0.03565748273299041,0.21113951705394843,-0.010762455527044024,-0.1429026999681587,-0.23322627729157666,0.0023889061671096834,-0.11691867020863538,0.16246149139158347,0.0,1,0.07264527220208142
2010-01-06,0.02174628383145949,-0.22824653299376685,1.4812803665491205,-1.0757401667668196,-1.0684112757109134,-0.4383894040260691,-0.4516422077389297,-0.14730713735035472,-0.41687198252971136,-1.433143556232812,0.08170151499122724,0.14255508832649877,-0.9166259925510731,0.42463275789421046,-0.11629980888626457,0.19165733510882116,0.19015669125623325,-0.2016522742702574,-0.09699180795824869,-0.22443039231159034,0.029927912059368844,-0.16683287280515144,0.5983172141662212,0.14586681924976158,-1.6167416854093708,0.7872142973771337,0.014279869524386729,0.23109614377035148,0.2125464783140182,0.007200318864938394,0.0,1,-0.04463187458059653
2010-01-07,0.030608148549042813,0.307631792637995,-0.4150235346728661,0.5112885323728307,0.8528029691584931,0.9752688697308874,1.5442088329038985,-0.1884898466865863,0.019211340072723182,0.1525343777660284,-0.23907009073700447,-0.3394968947923416,0.041178165243846765,-0.32469952346936454,-0.1573221200324857,0.029985232470192635,0.07105625006565208,-0.13579474157747445,-0.07686459363114273,0.036522050450945365,-0.07323275229082785,-0.053308995589368996,-0.25390256877039424,-0.18616328612551422,0.7193586879769793,-0.3934030865075235,0.04619284528541984,-0.013392866198134235,-0.0738511762219312,-0.03901807473407547,0.0,1,0.08095452255179171
2010-01-08,-0.053794966834770364,-0.0959717048837625,1.0901406617233689,-0.7917429149424349,-0.8784990098299921,-0.3604569456567747,-0.27653146031307907,-0.20037332790919837,-0.337581432597192,-0.7479097783454591,-0.25683119109433683,0.11867990512212767,-0.47455288601796475,0.27470776420141013,-0.10563100981804652,-0.17153692155856853,-0.3443851953886493,0.11051174487249876,0.47537523437594353,-0.08366543024595641,0.04528994475203363,0.03857668528866057,0.31674159054237244,0.0365951960039185,-1.0229865108005396,0.38951320534841044,0.12021699811150482,0.011512775652034013,0.060826645517987145,0.047658885824546124,0.0,1,-0.0797674359154581
2010-01-09,-0.06392331111039162,-0.1838388128579762,0.13615136180220722,-0.3607744419612495,-0.6869542256131442,-0.7545291581857443,-1.1243655896679012,-0.4915039775667802,-0.46872588401434356,-0.2481634847895915,-0.5537761070597691,0.1382654501405014,0.026584172356972413,0.34001908363061895,0.15254974994530834,-0.015581609700008658,-0.06423298159640634,0.07221207033405869,0.07150430139934463,-0.09006188246363422,-0.030099279039572185,-0.07676181859248453,0.034145378045627006,0.03742681214745322,-0.10713997333259356,0.04883964417511488,0.06747484232429946,-0.004890066730839138,-0.001796207557730481,0.02311701378849046,0.0,1,-0.021761949282490915
2010-01-10,-0.00897115448698571,-0.12478637382089097,0.5647163281977217,-0.28446019270620004,-0.13217828021698308,0.18417602097094576,0.4797843345464039,-0.22260858417553564,-0.19312797206249321,-0.4079964987210083,-0.2727260274110632,-0.02655725350718008,-0.2706799511857795,0.15249621514691813,-0.0731036676553447,0.0350800012917053,-0.23498102335498533,0.11460604817568726,0.1801294714974019,-0.08641654182202174,-0.022252335790260314,-0.08925455919206345,0.023426515260661335,-0.005750199743884465,0.06690251151276777,-0.0888010621465673,0.06346254510698945,-0.03798559020746439,-0.08878565922802767,0.0696194583424773,0.0,1,-0.021761949282492265
2010-01-11,0.006849050245454347,-0.025389301763536487,0.8195180060784706,-0.09590524209263762,0.5081179862895553,1.1581340628385564,2.080645950721222,0.009370677549787487,0.06817225284254746,-0.5530559011506293,0.037455965386268275,-0.2181563861134168,-0.48981224772888954,-0.07059410540557154,-0.25975601736189746,0.1037171952268176,-0.1846930801815898,0.06162267330098431,0.10912600759003957,-0.07665867132603227,-0.016816089292034736,-0.10770501863011625,0.09159045013683031,-0.04587680615458642,-0.06282299608817221,-0.10096942885499194,0.010462016802789464,-0.042059549830436194,-0.0002411721927726984,-0.012667622966547054,0.0,1,-0.021761949282490242
2010-01-12,-0.13563809289284334,-0.4065092390027685,1.350600006705906,-0.5020897687662158,-0.7059945143291775,-0.23952165834173889,0.3435842509601983,-0.28111709627458037,-0.08279219912994051,0.5994417877629803,-0.7404878839262432,-0.0874008109603146,0.35614504265017066,-0.05255351044536172,0.054721399305065144,-0.057821889925947056,0.18585125706188932,-0.18289083229444875,-0.06225220423678579,-0.10670553166460639,-0.06479125152608503,-0.11442665387299453,-0.045931955857329565,0.007659769111823561,-0.30361154683924235,-0.09031942748017939,-0.047197321577362394,0.00011321873531838778,0.1354592507565136,0.09997723963278506,0.0,1,-0.08878853940978915
2010-01-13,-0.09841002085772921,0.09022200955134974,-0.4880369855863531,0.2724234848613749,0.19619612083746985,0.1440476864587737,-0.15177869169846958,-0.48741025767229207,-0.4054967657796511,-0.5293168815554972,-0.2356465462991082,0.16082316286028098,0.013590728564057297,0.1656821450307565,0.1142070617440496,0.08569227779053701,-0.04573853654428772,0.057222208456902623,-0.1550469500481633,0.014035984727444717,0.0264814397703243,-0.13185751224202294,-0.14637842302099066,0.049272238279551794,0.3733355458550652,-0.21266142304910465,0.04205340468975327,-0.04778312098751669,-0.0948411279672056,-0.0025307101732066906,0.0,1,0.02967538538521519
2010-01-14,-0.0016260171235242815,-0.12212705146269442,0.05505788432438408,-0.3122404543702748,-0.6453675512648172,-0.5561962577043618,-0.5349583813243195,-0.3423277774736704,-0.2154579124437328,0.5050462471737109,-0.6415159512599216,-0.3719001299526936,0.26376449653824274,-0.290470572908303,-0.20028384346654493,-0.2910573478110482,0.15700564558320135,-0.19034181945756207,0.07495366994422409,-0.1439700174012816,-0.030704503071137035,0.023069191764898078,-0.028509449191865488,0.06924890314638218,0.002405458019350881,0.024259903591925827,0.09360998541220245,0.03451982467948028,0.016386110379520466,-0.005423804137757282,0.0,1,-0.012819956408879452
2010-01-15,-0.08422695829607596,-0.42473680935864255,0.1821141329974374,-0.21292634458854254,-0.5702460315587075,-0.5963080398204341,-0.6908756326679502,-0.49719807915885283,-0.3245151881979784,-0.13095205156217204,-0.4407462334175709,0.11959247503844717,0.2049187734574346,0.14703145740841583,-0.08391216073107921,-0.009628775468369488,-0.2539199387534655,-0.07867278879782419,0.05560970613001821,-0.04935481231475536,-0.052132706683997776,-0.09372705251989127,0.06649957079326224,0.06485982304212728,-0.34832759458929646,0.18372790846187975,-0.04624205245644536,0.10982359701429012,0.2315140892985889,-0.08074398676771463,0.0,1,-0.07881763366066405
2010-01-16,-0.01943291121476909,0.031479282554151666,-0.01291707443114376,0.11010690487729269,0.45400446486813206,0.7345504661168945,1.133566566944177,-0.14549023799920136,-0.060067423789828656,-0.39466599481262055,-0.013537279504161948,-0.28127168787731804,-0.22007181429793032,-0.24579671347724574,-0.3642784127272371,-0.07053618869317424,-0.20238774930949283,-0.0064377694924062645,0.1313185356846564,-0.009447430177862676,-0.02346643752558092,-0.06364388597790538,-0.020573332925758248,-0.013026261750521559,0.20508606511491445,-0.08452086850175301,0.04201228236133708,-0.028667091916461773,-0.08161074856479336,0.03415252168965002,0.0,1,0.009792841566658494
2010-01-17,-0.061795404322599,-0.11058586220494249,-0.8442216633347126,-0.12770512484723362,-0.7732373202456693,-1.3098195309491774,-2.2726449812464695,-0.7088559671401136,-0.6355191278910333,0.011601132546304793,-0.673498586452093,0.03284864819104216,0.38633818963509237,0.12432038095943176,0.0360323099249647,-0.23989893942705043,-0.1204519715976165,-1.70545097574748e-05,0.12122658353935228,-0.006889309486734718,-0.022157447995381774,-0.00960919458175602,-0.085817557401481,0.08058419987152012,0.14178774988732845,0.0876986873902865,0.09898598283998195,0.005932681136658791,-0.07148755204676963,0.04566648803086293,0.0,1,0.009792841566657856
2010-01-18,-0.0038047351952474884,0.03115230568725824,-0.23311544932837958,0.11129347907549203,0.28566499200842066,0.39117566078958554,0.5578387528647002,-0.2591384722503407,-0.16980908077803036,-0.3284320730472343,-0.12494986035335653,-0.23983007925061361,-0.1231834776407289,-0.15376399041038658,-0.24644197244409807,-0.044187115231123286,-0.07534923356916516,-0.036444824223546016,0.016164757381708972,-0.002552064730712511,-0.01804963690903616,-0.061909084247893764,0.006717986846262458,-0.0018899233382742159,0.02602503998554523,0.009035460777528426,0.03625801594888223,-0.013886338324421987,-0.005302413586988296,-0.028406368605417454,0.0,1,0.009792841566657134
