date,daily_data,monthly_data,adjusted_data
2015-03-07,43,0.18,7.739999999999999
2015-03-08,32,0.18,5.76
2015-03-09,60,0.18,10.799999999999999
2015-03-10,70,0.18,12.6
2015-03-11,79,0.18,14.219999999999999
2015-03-12,68,0.18,12.24
2015-03-13,86,0.18,15.479999999999999
2015-03-14,22,0.18,3.96
2015-03-15,29,0.18,5.22
2015-03-16,55,0.18,9.9
2015-03-17,59,0.18,10.62
2015-03-18,68,0.18,12.24
2015-03-19,60,0.18,10.799999999999999
2015-03-20,55,0.18,9.9
2015-03-21,32,0.18,5.76
2015-03-22,32,0.18,5.76
2015-03-23,59,0.18,10.62
2015-03-24,82,0.18,14.76
2015-03-25,100,0.18,18.0
2015-03-26,65,0.18,11.7
2015-03-27,38,0.18,6.84
2015-03-28,16,0.18,2.88
2015-03-29,51,0.18,9.18
2015-03-30,61,0.18,10.98
2015-03-31,52,0.18,9.36
2015-04-01,51,0.18,9.18
2015-04-02,77,0.18,13.86
2015-04-03,46,0.18,8.28
2015-04-04,35,0.18,6.3
2015-04-05,36,0.18,6.4799999999999995
2015-04-06,65,0.18,11.7
2015-04-07,77,0.18,13.86
2015-04-08,75,0.18,13.5
2015-04-09,84,0.18,15.12
2015-04-10,50,0.18,9.0
2015-04-11,23,0.18,4.14
2015-04-12,20,0.18,3.5999999999999996
2015-04-13,71,0.18,12.78
2015-04-14,49,0.18,8.82
2015-04-15,75,0.18,13.5
2015-04-16,100,0.18,18.0
2015-04-17,72,0.18,12.959999999999999
2015-04-18,32,0.18,5.76
2015-04-19,62,0.18,11.16
2015-04-20,62,0.18,11.16
2015-04-21,62,0.18,11.16
2015-04-22,83,0.18,14.94
2015-04-23,73,0.18,13.139999999999999
2015-04-24,66,0.18,11.879999999999999
2015-04-25,27,0.18,4.859999999999999
2015-04-26,20,0.18,3.5999999999999996
2015-04-27,56,0.18,10.08
2015-04-28,59,0.18,10.62
2015-04-29,74,0.18,13.32
2015-04-30,80,0.18,14.399999999999999
2015-05-01,86,0.17,14.620000000000001
2015-05-02,41,0.17,6.970000000000001
2015-05-03,59,0.17,10.030000000000001
2015-05-04,69,0.17,11.73
2015-05-05,59,0.17,10.030000000000001
2015-05-06,88,0.17,14.96
2015-05-07,82,0.17,13.940000000000001
2015-05-08,70,0.17,11.9
2015-05-09,33,0.17,5.61
2015-05-10,23,0.17,3.91
2015-05-11,97,0.17,16.490000000000002
2015-05-12,74,0.17,12.58
2015-05-13,59,0.17,10.030000000000001
2015-05-14,43,0.17,7.3100000000000005
2015-05-15,63,0.17,10.71
2015-05-16,33,0.17,5.61
2015-05-17,19,0.17,3.2300000000000004
2015-05-18,50,0.17,8.5
2015-05-19,85,0.17,14.450000000000001
2015-05-20,100,0.17,17.0
2015-05-21,56,0.17,9.520000000000001
2015-05-22,62,0.17,10.540000000000001
2015-05-23,49,0.17,8.33
2015-05-24,10,0.17,1.7000000000000002
2015-05-25,60,0.17,10.200000000000001
2015-05-26,85,0.17,14.450000000000001
2015-05-27,86,0.17,14.620000000000001
2015-05-28,69,0.17,11.73
2015-05-29,88,0.17,14.96
2015-05-30,52,0.17,8.84
2015-05-31,33,0.17,5.61
2015-06-01,58,0.19,11.02
2015-06-02,88,0.19,16.72
2015-06-03,88,0.19,16.72
2015-06-04,94,0.19,17.86
2015-06-05,56,0.19,10.64
2015-06-06,32,0.19,6.08
2015-06-07,67,0.19,12.73
2015-06-08,42,0.19,7.98
2015-06-09,51,0.19,9.69
2015-06-10,74,0.19,14.06
2015-06-11,75,0.19,14.25
2015-06-12,66,0.19,12.540000000000001
2015-06-13,30,0.19,5.7
2015-06-14,44,0.19,8.36
2015-06-15,68,0.19,12.92
2015-06-16,90,0.19,17.1
2015-06-17,73,0.19,13.870000000000001
2015-06-18,100,0.19,19.0
2015-06-19,51,0.19,9.69
2015-06-20,32,0.19,6.08
2015-06-21,52,0.19,9.88
2015-06-22,57,0.19,10.83
2015-06-23,48,0.19,9.120000000000001
2015-06-24,39,0.19,7.41
2015-06-25,49,0.19,9.31
2015-06-26,50,0.19,9.5
2015-06-27,32,0.19,6.08
2015-06-28,26,0.19,4.94
2015-06-29,83,0.19,15.77
2015-06-30,64,0.19,12.16
2015-07-01,89,0.2,17.8
2015-07-02,61,0.2,12.200000000000001
2015-07-03,30,0.2,6.0
2015-07-04,4,0.2,0.8
2015-07-05,79,0.2,15.8
2015-07-06,56,0.2,11.200000000000001
2015-07-07,74,0.2,14.8
2015-07-08,90,0.2,18.0
2015-07-09,80,0.2,16.0
2015-07-10,54,0.2,10.8
2015-07-11,39,0.2,7.800000000000001
2015-07-12,36,0.2,7.2
2015-07-13,73,0.2,14.600000000000001
2015-07-14,93,0.2,18.6
2015-07-15,94,0.2,18.8
2015-07-16,100,0.2,20.0
2015-07-17,94,0.2,18.8
2015-07-18,36,0.2,7.2
2015-07-19,63,0.2,12.600000000000001
2015-07-20,70,0.2,14.0
2015-07-21,46,0.2,9.200000000000001
2015-07-22,69,0.2,13.8
2015-07-23,78,0.2,15.600000000000001
2015-07-24,93,0.2,18.6
2015-07-25,20,0.2,4.0
2015-07-26,58,0.2,11.600000000000001
2015-07-27,36,0.2,7.2
2015-07-28,91,0.2,18.2
2015-07-29,56,0.2,11.200000000000001
2015-07-30,52,0.2,10.4
2015-07-31,54,0.2,10.8
2015-08-01,41,0.17,6.970000000000001
2015-08-02,7,0.17,1.1900000000000002
2015-08-03,50,0.17,8.5
2015-08-04,69,0.17,11.73
2015-08-05,59,0.17,10.030000000000001
2015-08-06,79,0.17,13.430000000000001
2015-08-07,33,0.17,5.61
2015-08-08,7,0.17,1.1900000000000002
2015-08-09,15,0.17,2.5500000000000003
2015-08-10,68,0.17,11.56
2015-08-11,69,0.17,11.73
2015-08-12,76,0.17,12.920000000000002
2015-08-13,82,0.17,13.940000000000001
2015-08-14,79,0.17,13.430000000000001
2015-08-15,37,0.17,6.29
2015-08-16,34,0.17,5.78
2015-08-17,73,0.17,12.41
2015-08-18,80,0.17,13.600000000000001
2015-08-19,100,0.17,17.0
2015-08-20,90,0.17,15.3
2015-08-21,71,0.17,12.07
2015-08-22,37,0.17,6.29
2015-08-23,40,0.17,6.800000000000001
2015-08-24,62,0.17,10.540000000000001
2015-08-25,67,0.17,11.39
2015-08-26,73,0.17,12.41
2015-08-27,62,0.17,10.540000000000001
2015-08-28,73,0.17,12.41
2015-08-29,39,0.17,6.630000000000001
2015-08-30,21,0.17,3.5700000000000003
2015-08-31,48,0.17,8.16
2015-09-01,59,0.21,12.389999999999999
2015-09-02,52,0.21,10.92
2015-09-03,56,0.21,11.76
2015-09-04,42,0.21,8.82
2015-09-05,32,0.21,6.72
2015-09-06,21,0.21,4.41
2015-09-07,36,0.21,7.56
2015-09-08,49,0.21,10.29
2015-09-09,100,0.21,21.0
2015-09-10,46,0.21,9.66
2015-09-11,52,0.21,10.92
2015-09-12,34,0.21,7.14
2015-09-13,30,0.21,6.3
2015-09-14,57,0.21,11.969999999999999
2015-09-15,63,0.21,13.229999999999999
2015-09-16,78,0.21,16.38
2015-09-17,48,0.21,10.08
2015-09-18,57,0.21,11.969999999999999
2015-09-19,9,0.21,1.89
2015-09-20,25,0.21,5.25
2015-09-21,77,0.21,16.169999999999998
2015-09-22,67,0.21,14.07
2015-09-23,59,0.21,12.389999999999999
2015-09-24,59,0.21,12.389999999999999
2015-09-25,47,0.21,9.87
2015-09-26,20,0.21,4.2
2015-09-27,14,0.21,2.94
2015-09-28,51,0.21,10.709999999999999
2015-09-29,62,0.21,13.02
2015-09-30,94,0.21,19.74
2015-10-01,51,0.22,11.22
2015-10-02,47,0.22,10.34
2015-10-03,42,0.22,9.24
2015-10-04,17,0.22,3.74
2015-10-05,63,0.22,13.86
2015-10-06,58,0.22,12.76
2015-10-07,69,0.22,15.18
2015-10-08,67,0.22,14.74
2015-10-09,40,0.22,8.8
2015-10-10,34,0.22,7.48
2015-10-11,46,0.22,10.12
2015-10-12,33,0.22,7.26
2015-10-13,51,0.22,11.22
2015-10-14,81,0.22,17.82
2015-10-15,100,0.22,22.0
2015-10-16,68,0.22,14.96
2015-10-17,67,0.22,14.74
2015-10-18,22,0.22,4.84
2015-10-19,44,0.22,9.68
2015-10-20,47,0.22,10.34
2015-10-21,91,0.22,20.02
2015-10-22,53,0.22,11.66
2015-10-23,57,0.22,12.540000000000001
2015-10-24,36,0.22,7.92
2015-10-25,22,0.22,4.84
2015-10-26,52,0.22,11.44
2015-10-27,62,0.22,13.64
2015-10-28,68,0.22,14.96
2015-10-29,46,0.22,10.12
2015-10-30,60,0.22,13.2
2015-10-31,33,0.22,7.26
2015-11-01,24,0.2,4.800000000000001
2015-11-02,67,0.2,13.4
2015-11-03,87,0.2,17.400000000000002
2015-11-04,88,0.2,17.6
2015-11-05,89,0.2,17.8
2015-11-06,97,0.2,19.400000000000002
2015-11-07,35,0.2,7.0
2015-11-08,38,0.2,7.6000000000000005
2015-11-09,77,0.2,15.4
2015-11-10,90,0.2,18.0
2015-11-11,90,0.2,18.0
2015-11-12,100,0.2,20.0
2015-11-13,96,0.2,19.200000000000003
2015-11-14,54,0.2,10.8
2015-11-15,60,0.2,12.0
2015-11-16,58,0.2,11.600000000000001
2015-11-17,93,0.2,18.6
2015-11-18,83,0.2,16.6
2015-11-19,80,0.2,16.0
2015-11-20,49,0.2,9.8
2015-11-21,58,0.2,11.600000000000001
2015-11-22,26,0.2,5.2
2015-11-23,67,0.2,13.4
2015-11-24,64,0.2,12.8
2015-11-25,66,0.2,13.200000000000001
2015-11-26,54,0.2,10.8
2015-11-27,51,0.2,10.200000000000001
2015-11-28,19,0.2,3.8000000000000003
2015-11-29,30,0.2,6.0
2015-11-30,59,0.2,11.8
2015-12-01,55,0.17,9.350000000000001
2015-12-02,86,0.17,14.620000000000001
2015-12-03,63,0.17,10.71
2015-12-04,100,0.17,17.0
2015-12-05,24,0.17,4.08
2015-12-06,61,0.17,10.370000000000001
2015-12-07,80,0.17,13.600000000000001
2015-12-08,86,0.17,14.620000000000001
2015-12-09,72,0.17,12.24
2015-12-10,76,0.17,12.920000000000002
2015-12-11,52,0.17,8.84
2015-12-12,29,0.17,4.930000000000001
2015-12-13,40,0.17,6.800000000000001
2015-12-14,84,0.17,14.280000000000001
2015-12-15,74,0.17,12.58
2015-12-16,91,0.17,15.47
2015-12-17,93,0.17,15.81
2015-12-18,78,0.17,13.260000000000002
2015-12-19,60,0.17,10.200000000000001
2015-12-20,53,0.17,9.01
2015-12-21,70,0.17,11.9
2015-12-22,67,0.17,11.39
2015-12-23,74,0.17,12.58
2015-12-24,55,0.17,9.350000000000001
2015-12-25,34,0.17,5.78
2015-12-26,18,0.17,3.06
2015-12-27,29,0.17,4.930000000000001
2015-12-28,47,0.17,7.99
2015-12-29,67,0.17,11.39
2015-12-30,51,0.17,8.67
2015-12-31,61,0.17,10.370000000000001
2016-01-01,17,0.23,3.91
2016-01-02,29,0.23,6.67
2016-01-03,18,0.23,4.140000000000001
2016-01-04,63,0.23,14.49
2016-01-05,71,0.23,16.330000000000002
2016-01-06,49,0.23,11.270000000000001
2016-01-07,40,0.23,9.200000000000001
2016-01-08,42,0.23,9.66
2016-01-09,26,0.23,5.98
2016-01-10,26,0.23,5.98
2016-01-11,65,0.23,14.950000000000001
2016-01-12,36,0.23,8.280000000000001
2016-01-13,43,0.23,9.89
2016-01-14,94,0.23,21.62
2016-01-15,82,0.23,18.86
2016-01-16,48,0.23,11.040000000000001
2016-01-17,37,0.23,8.51
2016-01-18,88,0.23,20.240000000000002
2016-01-19,61,0.23,14.030000000000001
2016-01-20,100,0.23,23.0
2016-01-21,74,0.23,17.02
2016-01-22,77,0.23,17.71
2016-01-23,36,0.23,8.280000000000001
2016-01-24,48,0.23,11.040000000000001
2016-01-25,64,0.23,14.72
2016-01-26,50,0.23,11.5
2016-01-27,44,0.23,10.120000000000001
2016-01-28,61,0.23,14.030000000000001
2016-01-29,46,0.23,10.58
2016-01-30,21,0.23,4.83
2016-01-31,36,0.23,8.280000000000001
2016-02-01,36,0.24,8.64
2016-02-02,63,0.24,15.12
2016-02-03,51,0.24,12.24
2016-02-04,100,0.24,24.0
2016-02-05,88,0.24,21.119999999999997
2016-02-06,54,0.24,12.959999999999999
2016-02-07,41,0.24,9.84
2016-02-08,52,0.24,12.48
2016-02-09,55,0.24,13.2
2016-02-10,68,0.24,16.32
2016-02-11,72,0.24,17.28
2016-02-12,48,0.24,11.52
2016-02-13,42,0.24,10.08
2016-02-14,40,0.24,9.6
2016-02-15,41,0.24,9.84
2016-02-16,51,0.24,12.24
2016-02-17,53,0.24,12.719999999999999
2016-02-18,44,0.24,10.559999999999999
2016-02-19,40,0.24,9.6
2016-02-20,35,0.24,8.4
2016-02-21,41,0.24,9.84
2016-02-22,40,0.24,9.6
2016-02-23,82,0.24,19.68
2016-02-24,50,0.24,12.0
2016-02-25,58,0.24,13.92
2016-02-26,58,0.24,13.92
2016-02-27,41,0.24,9.84
2016-02-28,59,0.24,14.16
2016-02-29,53,0.24,12.719999999999999
2016-03-01,74,0.19,14.06
2016-03-02,72,0.19,13.68
2016-03-03,80,0.19,15.2
2016-03-04,65,0.19,12.35
2016-03-05,66,0.19,12.540000000000001
2016-03-06,62,0.19,11.78
2016-03-07,74,0.19,14.06
2016-03-08,87,0.19,16.53
2016-03-09,87,0.19,16.53
2016-03-10,83,0.19,15.77
2016-03-11,75,0.19,14.25
2016-03-12,57,0.19,10.83
2016-03-13,37,0.19,7.03
2016-03-14,71,0.19,13.49
2016-03-15,78,0.19,14.82
2016-03-16,79,0.19,15.01
2016-03-17,46,0.19,8.74
2016-03-18,73,0.19,13.870000000000001
2016-03-19,42,0.19,7.98
2016-03-20,29,0.19,5.51
2016-03-21,62,0.19,11.78
2016-03-22,78,0.19,14.82
2016-03-23,100,0.19,19.0
2016-03-24,61,0.19,11.59
2016-03-25,53,0.19,10.07
2016-03-26,53,0.19,10.07
2016-03-27,44,0.19,8.36
2016-03-28,57,0.19,10.83
2016-03-29,74,0.19,14.06
2016-03-30,68,0.19,12.92
2016-03-31,88,0.19,16.72
2016-04-01,47,0.26,12.22
2016-04-02,26,0.26,6.76
2016-04-03,34,0.26,8.84
2016-04-04,46,0.26,11.96
2016-04-05,57,0.26,14.82
2016-04-06,60,0.26,15.600000000000001
2016-04-07,53,0.26,13.780000000000001
2016-04-08,45,0.26,11.700000000000001
2016-04-09,31,0.26,8.06
2016-04-10,24,0.26,6.24
2016-04-11,65,0.26,16.900000000000002
2016-04-12,91,0.26,23.66
2016-04-13,100,0.26,26.0
2016-04-14,86,0.26,22.36
2016-04-15,86,0.26,22.36
2016-04-16,56,0.26,14.56
2016-04-17,50,0.26,13.0
2016-04-18,66,0.26,17.16
2016-04-19,95,0.26,24.7
2016-04-20,80,0.26,20.8
2016-04-21,58,0.26,15.08
2016-04-22,55,0.26,14.3
2016-04-23,25,0.26,6.5
2016-04-24,29,0.26,7.54
2016-04-25,84,0.26,21.84
2016-04-26,100,0.26,26.0
2016-04-27,62,0.26,16.12
2016-04-28,58,0.26,15.08
2016-04-29,54,0.26,14.040000000000001
2016-04-30,43,0.26,11.18
2016-05-01,91,0.19,17.29
2016-05-02,94,0.19,17.86
2016-05-03,80,0.19,15.2
2016-05-04,68,0.19,12.92
2016-05-05,58,0.19,11.02
2016-05-06,100,0.19,19.0
2016-05-07,49,0.19,9.31
2016-05-08,37,0.19,7.03
2016-05-09,87,0.19,16.53
2016-05-10,88,0.19,16.72
2016-05-11,79,0.19,15.01
2016-05-12,67,0.19,12.73
2016-05-13,76,0.19,14.44
2016-05-14,32,0.19,6.08
2016-05-15,44,0.19,8.36
2016-05-16,85,0.19,16.15
2016-05-17,76,0.19,14.44
2016-05-18,80,0.19,15.2
2016-05-19,72,0.19,13.68
2016-05-20,55,0.19,10.45
2016-05-21,35,0.19,6.65
2016-05-22,43,0.19,8.17
2016-05-23,47,0.19,8.93
2016-05-24,78,0.19,14.82
2016-05-25,65,0.19,12.35
2016-05-26,44,0.19,8.36
2016-05-27,56,0.19,10.64
2016-05-28,30,0.19,5.7
2016-05-29,36,0.19,6.84
2016-05-30,31,0.19,5.89
2016-05-31,43,0.19,8.17
2016-06-01,100,0.19,19.0
2016-06-02,78,0.19,14.82
2016-06-03,65,0.19,12.35
2016-06-04,34,0.19,6.46
2016-06-05,22,0.19,4.18
2016-06-06,71,0.19,13.49
2016-06-07,78,0.19,14.82
2016-06-08,80,0.19,15.2
2016-06-09,57,0.19,10.83
2016-06-10,59,0.19,11.21
2016-06-11,41,0.19,7.79
2016-06-12,57,0.19,10.83
2016-06-13,67,0.19,12.73
2016-06-14,75,0.19,14.25
2016-06-15,94,0.19,17.86
2016-06-16,59,0.19,11.21
2016-06-17,64,0.19,12.16
2016-06-18,39,0.19,7.41
2016-06-19,43,0.19,8.17
2016-06-20,68,0.19,12.92
2016-06-21,71,0.19,13.49
2016-06-22,52,0.19,9.88
2016-06-23,74,0.19,14.06
2016-06-24,75,0.19,14.25
2016-06-25,20,0.19,3.8
2016-06-26,50,0.19,9.5
2016-06-27,75,0.19,14.25
2016-06-28,83,0.19,15.77
2016-06-29,52,0.19,9.88
2016-06-30,70,0.19,13.3
2016-07-01,44,0.17,7.48
2016-07-02,23,0.17,3.91
2016-07-03,33,0.17,5.61
2016-07-04,27,0.17,4.590000000000001
2016-07-05,44,0.17,7.48
2016-07-06,50,0.17,8.5
2016-07-07,40,0.17,6.800000000000001
2016-07-08,43,0.17,7.3100000000000005
2016-07-09,39,0.17,6.630000000000001
2016-07-10,42,0.17,7.140000000000001
2016-07-11,50,0.17,8.5
2016-07-12,63,0.17,10.71
2016-07-13,60,0.17,10.200000000000001
2016-07-14,52,0.17,8.84
2016-07-15,58,0.17,9.860000000000001
2016-07-16,17,0.17,2.89
2016-07-17,40,0.17,6.800000000000001
2016-07-18,37,0.17,6.29
2016-07-19,72,0.17,12.24
2016-07-20,48,0.17,8.16
2016-07-21,100,0.17,17.0
2016-07-22,60,0.17,10.200000000000001
2016-07-23,31,0.17,5.2700000000000005
2016-07-24,21,0.17,3.5700000000000003
2016-07-25,30,0.17,5.1000000000000005
2016-07-26,42,0.17,7.140000000000001
2016-07-27,42,0.17,7.140000000000001
2016-07-28,56,0.17,9.520000000000001
2016-07-29,36,0.17,6.12
2016-07-30,34,0.17,5.78
2016-07-31,34,0.17,5.78
2016-08-01,71,0.17,12.07
2016-08-02,90,0.17,15.3
2016-08-03,87,0.17,14.790000000000001
2016-08-04,98,0.17,16.66
2016-08-05,74,0.17,12.58
2016-08-06,53,0.17,9.01
2016-08-07,19,0.17,3.2300000000000004
2016-08-08,70,0.17,11.9
2016-08-09,100,0.17,17.0
2016-08-10,58,0.17,9.860000000000001
2016-08-11,60,0.17,10.200000000000001
2016-08-12,67,0.17,11.39
2016-08-13,26,0.17,4.42
2016-08-14,58,0.17,9.860000000000001
2016-08-15,72,0.17,12.24
2016-08-16,82,0.17,13.940000000000001
2016-08-17,93,0.17,15.81
2016-08-18,75,0.17,12.750000000000002
2016-08-19,85,0.17,14.450000000000001
2016-08-20,43,0.17,7.3100000000000005
2016-08-21,31,0.17,5.2700000000000005
2016-08-22,85,0.17,14.450000000000001
2016-08-23,72,0.17,12.24
2016-08-24,71,0.17,12.07
2016-08-25,76,0.17,12.920000000000002
2016-08-26,44,0.17,7.48
2016-08-27,36,0.17,6.12
2016-08-28,43,0.17,7.3100000000000005
2016-08-29,63,0.17,10.71
2016-08-30,72,0.17,12.24
2016-08-31,82,0.17,13.940000000000001
2016-09-01,41,0.2,8.200000000000001
2016-09-02,33,0.2,6.6000000000000005
2016-09-03,43,0.2,8.6
2016-09-04,42,0.2,8.4
2016-09-05,58,0.2,11.600000000000001
2016-09-06,76,0.2,15.200000000000001
2016-09-07,100,0.2,20.0
2016-09-08,51,0.2,10.200000000000001
2016-09-09,78,0.2,15.600000000000001
2016-09-10,25,0.2,5.0
2016-09-11,39,0.2,7.800000000000001
2016-09-12,71,0.2,14.200000000000001
2016-09-13,63,0.2,12.600000000000001
2016-09-14,67,0.2,13.4
2016-09-15,75,0.2,15.0
2016-09-16,43,0.2,8.6
2016-09-17,43,0.2,8.6
2016-09-18,31,0.2,6.2
2016-09-19,62,0.2,12.4
2016-09-20,64,0.2,12.8
2016-09-21,61,0.2,12.200000000000001
2016-09-22,49,0.2,9.8
2016-09-23,70,0.2,14.0
2016-09-24,59,0.2,11.8
2016-09-25,60,0.2,12.0
2016-09-26,44,0.2,8.8
2016-09-27,74,0.2,14.8
2016-09-28,59,0.2,11.8
2016-09-29,61,0.2,12.200000000000001
2016-09-30,47,0.2,9.4
2016-10-01,31,0.23,7.13
2016-10-02,23,0.23,5.29
2016-10-03,53,0.23,12.190000000000001
2016-10-04,35,0.23,8.05
2016-10-05,39,0.23,8.97
2016-10-06,38,0.23,8.74
2016-10-07,40,0.23,9.200000000000001
2016-10-08,36,0.23,8.280000000000001
2016-10-09,33,0.23,7.590000000000001
2016-10-10,52,0.23,11.96
2016-10-11,52,0.23,11.96
2016-10-12,39,0.23,8.97
2016-10-13,80,0.23,18.400000000000002
2016-10-14,49,0.23,11.270000000000001
2016-10-15,41,0.23,9.43
2016-10-16,49,0.23,11.270000000000001
2016-10-17,68,0.23,15.64
2016-10-18,100,0.23,23.0
2016-10-19,79,0.23,18.17
2016-10-20,59,0.23,13.57
2016-10-21,40,0.23,9.200000000000001
2016-10-22,43,0.23,9.89
2016-10-23,33,0.23,7.590000000000001
2016-10-24,51,0.23,11.73
2016-10-25,62,0.23,14.26
2016-10-26,42,0.23,9.66
2016-10-27,52,0.23,11.96
2016-10-28,53,0.23,12.190000000000001
2016-10-29,16,0.23,3.68
2016-10-30,23,0.23,5.29
2016-10-31,48,0.23,11.040000000000001
2016-11-01,63,0.2,12.600000000000001
2016-11-02,52,0.2,10.4
2016-11-03,40,0.2,8.0
2016-11-04,32,0.2,6.4
2016-11-05,22,0.2,4.4
2016-11-06,34,0.2,6.800000000000001
2016-11-07,45,0.2,9.0
2016-11-08,45,0.2,9.0
2016-11-09,54,0.2,10.8
2016-11-10,72,0.2,14.4
2016-11-11,45,0.2,9.0
2016-11-12,27,0.2,5.4
2016-11-13,18,0.2,3.6
2016-11-14,53,0.2,10.600000000000001
2016-11-15,41,0.2,8.200000000000001
2016-11-16,55,0.2,11.0
2016-11-17,57,0.2,11.4
2016-11-18,50,0.2,10.0
2016-11-19,15,0.2,3.0
2016-11-20,26,0.2,5.2
2016-11-21,35,0.2,7.0
2016-11-22,43,0.2,8.6
2016-11-23,48,0.2,9.600000000000001
2016-11-24,20,0.2,4.0
2016-11-25,29,0.2,5.800000000000001
2016-11-26,16,0.2,3.2
2016-11-27,33,0.2,6.6000000000000005
2016-11-28,29,0.2,5.800000000000001
2016-11-29,34,0.2,6.800000000000001
2016-11-30,100,0.2,20.0
2016-12-01,100,0.24,24.0
2016-12-02,64,0.24,15.36
2016-12-03,43,0.24,10.32
2016-12-04,34,0.24,8.16
2016-12-05,45,0.24,10.799999999999999
2016-12-06,45,0.24,10.799999999999999
2016-12-07,41,0.24,9.84
2016-12-08,54,0.24,12.959999999999999
2016-12-09,71,0.24,17.04
2016-12-10,55,0.24,13.2
2016-12-11,27,0.24,6.4799999999999995
2016-12-12,63,0.24,15.12
2016-12-13,59,0.24,14.16
2016-12-14,70,0.24,16.8
2016-12-15,68,0.24,16.32
2016-12-16,46,0.24,11.04
2016-12-17,25,0.24,6.0
2016-12-18,32,0.24,7.68
2016-12-19,35,0.24,8.4
2016-12-20,32,0.24,7.68
2016-12-21,36,0.24,8.64
2016-12-22,46,0.24,11.04
2016-12-23,24,0.24,5.76
2016-12-24,20,0.24,4.8
2016-12-25,14,0.24,3.36
2016-12-26,32,0.24,7.68
2016-12-27,22,0.24,5.279999999999999
2016-12-28,32,0.24,7.68
2016-12-29,25,0.24,6.0
2016-12-30,26,0.24,6.24
2016-12-31,9,0.24,2.16
2017-01-01,24,0.24,5.76
2017-01-02,19,0.24,4.56
2017-01-03,46,0.24,11.04
2017-01-04,67,0.24,16.08
2017-01-05,74,0.24,17.759999999999998
2017-01-06,57,0.24,13.68
2017-01-07,49,0.24,11.76
2017-01-08,37,0.24,8.879999999999999
2017-01-09,64,0.24,15.36
2017-01-10,67,0.24,16.08
2017-01-11,47,0.24,11.28
2017-01-12,75,0.24,18.0
2017-01-13,59,0.24,14.16
2017-01-14,37,0.24,8.879999999999999
2017-01-15,38,0.24,9.12
2017-01-16,34,0.24,8.16
2017-01-17,62,0.24,14.879999999999999
2017-01-18,98,0.24,23.52
2017-01-19,100,0.24,24.0
2017-01-20,75,0.24,18.0
2017-01-21,51,0.24,12.24
2017-01-22,55,0.24,13.2
2017-01-23,49,0.24,11.76
2017-01-24,66,0.24,15.84
2017-01-25,73,0.24,17.52
2017-01-26,70,0.24,16.8
2017-01-27,53,0.24,12.719999999999999
2017-01-28,39,0.24,9.36
2017-01-29,50,0.24,12.0
2017-01-30,65,0.24,15.6
2017-01-31,80,0.24,19.2
2017-02-01,69,0.21,14.49
2017-02-02,70,0.21,14.7
2017-02-03,74,0.21,15.54
2017-02-04,52,0.21,10.92
2017-02-05,30,0.21,6.3
2017-02-06,56,0.21,11.76
2017-02-07,64,0.21,13.44
2017-02-08,45,0.21,9.45
2017-02-09,70,0.21,14.7
2017-02-10,67,0.21,14.07
2017-02-11,48,0.21,10.08
2017-02-12,43,0.21,9.03
2017-02-13,82,0.21,17.22
2017-02-14,86,0.21,18.06
2017-02-15,100,0.21,21.0
2017-02-16,70,0.21,14.7
2017-02-17,45,0.21,9.45
2017-02-18,51,0.21,10.709999999999999
2017-02-19,30,0.21,6.3
2017-02-20,41,0.21,8.61
2017-02-21,63,0.21,13.229999999999999
2017-02-22,62,0.21,13.02
2017-02-23,65,0.21,13.65
2017-02-24,65,0.21,13.65
2017-02-25,34,0.21,7.14
2017-02-26,37,0.21,7.77
2017-02-27,64,0.21,13.44
2017-02-28,63,0.21,13.229999999999999
2017-03-01,76,0.21,15.959999999999999
2017-03-02,91,0.21,19.11
2017-03-03,63,0.21,13.229999999999999
2017-03-04,51,0.21,10.709999999999999
2017-03-05,33,0.21,6.93
2017-03-06,72,0.21,15.12
2017-03-07,88,0.21,18.48
2017-03-08,73,0.21,15.33
2017-03-09,75,0.21,15.75
2017-03-10,63,0.21,13.229999999999999
2017-03-11,44,0.21,9.24
2017-03-12,41,0.21,8.61
2017-03-13,65,0.21,13.65
2017-03-14,45,0.21,9.45
2017-03-15,82,0.21,17.22
2017-03-16,79,0.21,16.59
2017-03-17,77,0.21,16.169999999999998
2017-03-18,58,0.21,12.18
2017-03-19,28,0.21,5.88
2017-03-20,80,0.21,16.8
2017-03-21,54,0.21,11.34
2017-03-22,89,0.21,18.689999999999998
2017-03-23,44,0.21,9.24
2017-03-24,44,0.21,9.24
2017-03-25,50,0.21,10.5
2017-03-26,39,0.21,8.19
2017-03-27,55,0.21,11.549999999999999
2017-03-28,88,0.21,18.48
2017-03-29,63,0.21,13.229999999999999
2017-03-30,81,0.21,17.009999999999998
2017-03-31,100,0.21,21.0
2017-04-01,51,0.19,9.69
2017-04-02,41,0.19,7.79
2017-04-03,48,0.19,9.120000000000001
2017-04-04,85,0.19,16.15
2017-04-05,92,0.19,17.48
2017-04-06,79,0.19,15.01
2017-04-07,61,0.19,11.59
2017-04-08,42,0.19,7.98
2017-04-09,58,0.19,11.02
2017-04-10,82,0.19,15.58
2017-04-11,86,0.19,16.34
2017-04-12,71,0.19,13.49
2017-04-13,55,0.19,10.45
2017-04-14,59,0.19,11.21
2017-04-15,40,0.19,7.6
2017-04-16,19,0.19,3.61
2017-04-17,54,0.19,10.26
2017-04-18,90,0.19,17.1
