date,daily_data,monthly_data,adjusted_data
2017-04-19,100,0.19,19.0
2017-04-20,90,0.19,17.1
2017-04-21,55,0.19,10.45
2017-04-22,50,0.19,9.5
2017-04-23,44,0.19,8.36
2017-04-24,67,0.19,12.73
2017-04-25,84,0.19,15.96
2017-04-26,81,0.19,15.39
2017-04-27,72,0.19,13.68
2017-04-28,84,0.19,15.96
2017-04-29,43,0.19,8.17
2017-04-30,43,0.19,8.17
2017-05-01,66,0.18,11.879999999999999
2017-05-02,73,0.18,13.139999999999999
2017-05-03,54,0.18,9.719999999999999
2017-05-04,43,0.18,7.739999999999999
2017-05-05,62,0.18,11.16
2017-05-06,29,0.18,5.22
2017-05-07,31,0.18,5.58
2017-05-08,57,0.18,10.26
2017-05-09,72,0.18,12.959999999999999
2017-05-10,64,0.18,11.52
2017-05-11,54,0.18,9.719999999999999
2017-05-12,53,0.18,9.54
2017-05-13,21,0.18,3.78
2017-05-14,35,0.18,6.3
2017-05-15,66,0.18,11.879999999999999
2017-05-16,60,0.18,10.799999999999999
2017-05-17,49,0.18,8.82
2017-05-18,70,0.18,12.6
2017-05-19,47,0.18,8.459999999999999
2017-05-20,31,0.18,5.58
2017-05-21,29,0.18,5.22
2017-05-22,52,0.18,9.36
2017-05-23,67,0.18,12.059999999999999
2017-05-24,49,0.18,8.82
2017-05-25,61,0.18,10.98
2017-05-26,49,0.18,8.82
2017-05-27,33,0.18,5.9399999999999995
2017-05-28,33,0.18,5.9399999999999995
2017-05-29,35,0.18,6.3
2017-05-30,79,0.18,14.219999999999999
2017-05-31,100,0.18,18.0
2017-06-01,84,0.23,19.32
2017-06-02,77,0.23,17.71
2017-06-03,49,0.23,11.270000000000001
2017-06-04,40,0.23,9.200000000000001
2017-06-05,62,0.23,14.26
2017-06-06,82,0.23,18.86
2017-06-07,100,0.23,23.0
2017-06-08,42,0.23,9.66
2017-06-09,63,0.23,14.49
2017-06-10,41,0.23,9.43
2017-06-11,52,0.23,11.96
2017-06-12,94,0.23,21.62
2017-06-13,74,0.23,17.02
2017-06-14,69,0.23,15.870000000000001
2017-06-15,65,0.23,14.950000000000001
2017-06-16,81,0.23,18.630000000000003
2017-06-17,31,0.23,7.13
2017-06-18,34,0.23,7.82
2017-06-19,54,0.23,12.42
2017-06-20,64,0.23,14.72
2017-06-21,76,0.23,17.48
2017-06-22,78,0.23,17.94
2017-06-23,54,0.23,12.42
2017-06-24,52,0.23,11.96
2017-06-25,46,0.23,10.58
2017-06-26,59,0.23,13.57
2017-06-27,61,0.23,14.030000000000001
2017-06-28,58,0.23,13.34
2017-06-29,63,0.23,14.49
2017-06-30,60,0.23,13.8
2017-07-01,42,0.23,9.66
2017-07-02,18,0.23,4.140000000000001
2017-07-03,45,0.23,10.35
2017-07-04,22,0.23,5.0600000000000005
2017-07-05,54,0.23,12.42
2017-07-06,69,0.23,15.870000000000001
2017-07-07,72,0.23,16.560000000000002
2017-07-08,22,0.23,5.0600000000000005
2017-07-09,31,0.23,7.13
2017-07-10,64,0.23,14.72
2017-07-11,65,0.23,14.950000000000001
2017-07-12,71,0.23,16.330000000000002
2017-07-13,67,0.23,15.41
2017-07-14,75,0.23,17.25
2017-07-15,27,0.23,6.21
2017-07-16,43,0.23,9.89
2017-07-17,84,0.23,19.32
2017-07-18,100,0.23,23.0
2017-07-19,82,0.23,18.86
2017-07-20,95,0.23,21.85
2017-07-21,60,0.23,13.8
2017-07-22,40,0.23,9.200000000000001
2017-07-23,46,0.23,10.58
2017-07-24,65,0.23,14.950000000000001
2017-07-25,68,0.23,15.64
2017-07-26,74,0.23,17.02
2017-07-27,88,0.23,20.240000000000002
2017-07-28,87,0.23,20.01
2017-07-29,24,0.23,5.5200000000000005
2017-07-30,38,0.23,8.74
2017-07-31,79,0.23,18.17
2017-08-01,72,0.22,15.84
2017-08-02,63,0.22,13.86
2017-08-03,100,0.22,22.0
2017-08-04,47,0.22,10.34
2017-08-05,27,0.22,5.94
2017-08-06,58,0.22,12.76
2017-08-07,62,0.22,13.64
2017-08-08,77,0.22,16.94
2017-08-09,73,0.22,16.06
2017-08-10,47,0.22,10.34
2017-08-11,45,0.22,9.9
2017-08-12,34,0.22,7.48
2017-08-13,52,0.22,11.44
2017-08-14,61,0.22,13.42
2017-08-15,80,0.22,17.6
2017-08-16,87,0.22,19.14
2017-08-17,88,0.22,19.36
2017-08-18,70,0.22,15.4
2017-08-19,54,0.22,11.88
2017-08-20,36,0.22,7.92
2017-08-21,69,0.22,15.18
2017-08-22,85,0.22,18.7
2017-08-23,69,0.22,15.18
2017-08-24,43,0.22,9.46
2017-08-25,55,0.22,12.1
2017-08-26,38,0.22,8.36
2017-08-27,35,0.22,7.7
2017-08-28,70,0.22,15.4
2017-08-29,94,0.22,20.68
2017-08-30,74,0.22,16.28
2017-08-31,72,0.22,15.84
2017-09-01,59,0.22,12.98
2017-09-02,41,0.22,9.02
2017-09-03,29,0.22,6.38
2017-09-04,55,0.22,12.1
2017-09-05,84,0.22,18.48
2017-09-06,81,0.22,17.82
2017-09-07,78,0.22,17.16
2017-09-08,65,0.22,14.3
2017-09-09,46,0.22,10.12
2017-09-10,30,0.22,6.6
2017-09-11,76,0.22,16.72
2017-09-12,73,0.22,16.06
2017-09-13,69,0.22,15.18
2017-09-14,78,0.22,17.16
2017-09-15,81,0.22,17.82
2017-09-16,42,0.22,9.24
2017-09-17,39,0.22,8.58
2017-09-18,83,0.22,18.26
2017-09-19,60,0.22,13.2
2017-09-20,74,0.22,16.28
2017-09-21,84,0.22,18.48
2017-09-22,65,0.22,14.3
2017-09-23,66,0.22,14.52
2017-09-24,52,0.22,11.44
2017-09-25,77,0.22,16.94
2017-09-26,100,0.22,22.0
2017-09-27,82,0.22,18.04
2017-09-28,75,0.22,16.5
2017-09-29,66,0.22,14.52
2017-09-30,51,0.22,11.22
2017-10-01,40,0.24,9.6
2017-10-02,67,0.24,16.08
2017-10-03,88,0.24,21.119999999999997
2017-10-04,85,0.24,20.4
2017-10-05,85,0.24,20.4
2017-10-06,58,0.24,13.92
2017-10-07,38,0.24,9.12
2017-10-08,36,0.24,8.64
2017-10-09,67,0.24,16.08
2017-10-10,73,0.24,17.52
2017-10-11,88,0.24,21.119999999999997
2017-10-12,94,0.24,22.56
2017-10-13,87,0.24,20.88
2017-10-14,66,0.24,15.84
2017-10-15,71,0.24,17.04
2017-10-16,61,0.24,14.639999999999999
2017-10-17,100,0.24,24.0
2017-10-18,85,0.24,20.4
2017-10-19,67,0.24,16.08
2017-10-20,58,0.24,13.92
2017-10-21,52,0.24,12.48
2017-10-22,40,0.24,9.6
2017-10-23,60,0.24,14.399999999999999
2017-10-24,81,0.24,19.439999999999998
2017-10-25,78,0.24,18.72
2017-10-26,57,0.24,13.68
2017-10-27,53,0.24,12.719999999999999
2017-10-28,22,0.24,5.279999999999999
2017-10-29,51,0.24,12.24
2017-10-30,69,0.24,16.56
2017-10-31,80,0.24,19.2
2017-11-01,58,0.21,12.18
2017-11-02,59,0.21,12.389999999999999
2017-11-03,70,0.21,14.7
2017-11-04,42,0.21,8.82
2017-11-05,31,0.21,6.51
2017-11-06,64,0.21,13.44
2017-11-07,98,0.21,20.58
2017-11-08,100,0.21,21.0
2017-11-09,72,0.21,15.12
2017-11-10,78,0.21,16.38
2017-11-11,50,0.21,10.5
2017-11-12,35,0.21,7.35
2017-11-13,55,0.21,11.549999999999999
2017-11-14,66,0.21,13.86
2017-11-15,64,0.21,13.44
2017-11-16,69,0.21,14.49
2017-11-17,70,0.21,14.7
2017-11-18,17,0.21,3.57
2017-11-19,33,0.21,6.93
2017-11-20,55,0.21,11.549999999999999
2017-11-21,56,0.21,11.76
2017-11-22,64,0.21,13.44
2017-11-23,23,0.21,4.83
2017-11-24,34,0.21,7.14
2017-11-25,33,0.21,6.93
2017-11-26,33,0.21,6.93
2017-11-27,49,0.21,10.29
2017-11-28,58,0.21,12.18
2017-11-29,72,0.21,15.12
2017-11-30,62,0.21,13.02
2017-12-01,79,0.19,15.01
2017-12-02,43,0.19,8.17
2017-12-03,55,0.19,10.45
2017-12-04,96,0.19,18.240000000000002
2017-12-05,87,0.19,16.53
2017-12-06,90,0.19,17.1
2017-12-07,83,0.19,15.77
2017-12-08,90,0.19,17.1
2017-12-09,62,0.19,11.78
2017-12-10,43,0.19,8.17
2017-12-11,59,0.19,11.21
2017-12-12,71,0.19,13.49
2017-12-13,65,0.19,12.35
2017-12-14,66,0.19,12.540000000000001
2017-12-15,80,0.19,15.2
2017-12-16,41,0.19,7.79
2017-12-17,38,0.19,7.22
2017-12-18,85,0.19,16.15
2017-12-19,100,0.19,19.0
2017-12-20,74,0.19,14.06
2017-12-21,75,0.19,14.25
2017-12-22,85,0.19,16.15
2017-12-23,37,0.19,7.03
2017-12-24,48,0.19,9.120000000000001
2017-12-25,31,0.19,5.89
2017-12-26,38,0.19,7.22
2017-12-27,48,0.19,9.120000000000001
2017-12-28,70,0.19,13.3
2017-12-29,74,0.19,14.06
2017-12-30,60,0.19,11.4
2017-12-31,41,0.19,7.79
2018-01-01,20,0.23,4.6000000000000005
2018-01-02,66,0.23,15.180000000000001
2018-01-03,53,0.23,12.190000000000001
2018-01-04,64,0.23,14.72
2018-01-05,70,0.23,16.1
2018-01-06,36,0.23,8.280000000000001
2018-01-07,39,0.23,8.97
2018-01-08,62,0.23,14.26
2018-01-09,77,0.23,17.71
2018-01-10,58,0.23,13.34
2018-01-11,60,0.23,13.8
2018-01-12,54,0.23,12.42
2018-01-13,54,0.23,12.42
2018-01-14,41,0.23,9.43
2018-01-15,48,0.23,11.040000000000001
2018-01-16,61,0.23,14.030000000000001
2018-01-17,99,0.23,22.77
2018-01-18,100,0.23,23.0
2018-01-19,68,0.23,15.64
2018-01-20,31,0.23,7.13
2018-01-21,37,0.23,8.51
2018-01-22,45,0.23,10.35
2018-01-23,74,0.23,17.02
2018-01-24,64,0.23,14.72
2018-01-25,57,0.23,13.110000000000001
2018-01-26,68,0.23,15.64
2018-01-27,35,0.23,8.05
2018-01-28,32,0.23,7.36
2018-01-29,71,0.23,16.330000000000002
2018-01-30,62,0.23,14.26
2018-01-31,68,0.23,15.64
2018-02-01,74,0.23,17.02
2018-02-02,56,0.23,12.88
2018-02-03,33,0.23,7.590000000000001
2018-02-04,51,0.23,11.73
2018-02-05,68,0.23,15.64
2018-02-06,73,0.23,16.79
2018-02-07,64,0.23,14.72
2018-02-08,67,0.23,15.41
2018-02-09,78,0.23,17.94
2018-02-10,44,0.23,10.120000000000001
2018-02-11,36,0.23,8.280000000000001
2018-02-12,53,0.23,12.190000000000001
2018-02-13,57,0.23,13.110000000000001
2018-02-14,66,0.23,15.180000000000001
2018-02-15,73,0.23,16.79
2018-02-16,44,0.23,10.120000000000001
2018-02-17,33,0.23,7.590000000000001
2018-02-18,33,0.23,7.590000000000001
2018-02-19,25,0.23,5.75
2018-02-20,60,0.23,13.8
2018-02-21,61,0.23,14.030000000000001
2018-02-22,63,0.23,14.49
2018-02-23,54,0.23,12.42
2018-02-24,54,0.23,12.42
2018-02-25,40,0.23,9.200000000000001
2018-02-26,76,0.23,17.48
2018-02-27,100,0.23,23.0
2018-02-28,60,0.23,13.8
2018-03-01,78,0.22,17.16
2018-03-02,73,0.22,16.06
2018-03-03,36,0.22,7.92
2018-03-04,58,0.22,12.76
2018-03-05,59,0.22,12.98
2018-03-06,74,0.22,16.28
2018-03-07,88,0.22,19.36
2018-03-08,64,0.22,14.08
2018-03-09,90,0.22,19.8
2018-03-10,41,0.22,9.02
2018-03-11,45,0.22,9.9
2018-03-12,100,0.22,22.0
2018-03-13,84,0.22,18.48
2018-03-14,75,0.22,16.5
2018-03-15,73,0.22,16.06
2018-03-16,79,0.22,17.38
2018-03-17,48,0.22,10.56
2018-03-18,35,0.22,7.7
2018-03-19,44,0.22,9.68
2018-03-20,80,0.22,17.6
2018-03-21,75,0.22,16.5
2018-03-22,55,0.22,12.1
2018-03-23,84,0.22,18.48
2018-03-24,49,0.22,10.78
2018-03-25,39,0.22,8.58
2018-03-26,75,0.22,16.5
2018-03-27,77,0.22,16.94
2018-03-28,64,0.22,14.08
2018-03-29,44,0.22,9.68
2018-03-30,53,0.22,11.66
2018-03-31,31,0.22,6.82
2018-04-01,38,0.23,8.74
2018-04-02,57,0.23,13.110000000000001
2018-04-03,56,0.23,12.88
2018-04-04,79,0.23,18.17
2018-04-05,63,0.23,14.49
2018-04-06,40,0.23,9.200000000000001
2018-04-07,39,0.23,8.97
2018-04-08,31,0.23,7.13
2018-04-09,52,0.23,11.96
2018-04-10,77,0.23,17.71
2018-04-11,75,0.23,17.25
2018-04-12,71,0.23,16.330000000000002
2018-04-13,67,0.23,15.41
2018-04-14,54,0.23,12.42
2018-04-15,47,0.23,10.81
2018-04-16,64,0.23,14.72
2018-04-17,93,0.23,21.39
2018-04-18,100,0.23,23.0
2018-04-19,64,0.23,14.72
2018-04-20,49,0.23,11.270000000000001
2018-04-21,34,0.23,7.82
2018-04-22,39,0.23,8.97
2018-04-23,59,0.23,13.57
2018-04-24,64,0.23,14.72
2018-04-25,69,0.23,15.870000000000001
2018-04-26,84,0.23,19.32
2018-04-27,44,0.23,10.120000000000001
2018-04-28,49,0.23,11.270000000000001
2018-04-29,38,0.23,8.74
2018-04-30,80,0.23,18.400000000000002
2018-05-01,72,0.21,15.12
2018-05-02,59,0.21,12.389999999999999
2018-05-03,100,0.21,21.0
2018-05-04,68,0.21,14.28
2018-05-05,40,0.21,8.4
2018-05-06,46,0.21,9.66
2018-05-07,66,0.21,13.86
2018-05-08,61,0.21,12.809999999999999
2018-05-09,52,0.21,10.92
2018-05-10,89,0.21,18.689999999999998
2018-05-11,93,0.21,19.529999999999998
2018-05-12,21,0.21,4.41
2018-05-13,30,0.21,6.3
2018-05-14,87,0.21,18.27
2018-05-15,86,0.21,18.06
2018-05-16,64,0.21,13.44
2018-05-17,57,0.21,11.969999999999999
2018-05-18,77,0.21,16.169999999999998
2018-05-19,42,0.21,8.82
2018-05-20,21,0.21,4.41
2018-05-21,89,0.21,18.689999999999998
2018-05-22,49,0.21,10.29
2018-05-23,60,0.21,12.6
2018-05-24,80,0.21,16.8
2018-05-25,50,0.21,10.5
2018-05-26,45,0.21,9.45
2018-05-27,42,0.21,8.82
2018-05-28,44,0.21,9.24
2018-05-29,51,0.21,10.709999999999999
2018-05-30,53,0.21,11.129999999999999
2018-05-31,71,0.21,14.91
2018-06-01,92,0.23,21.16
2018-06-02,70,0.23,16.1
2018-06-03,50,0.23,11.5
2018-06-04,79,0.23,18.17
2018-06-05,53,0.23,12.190000000000001
2018-06-06,70,0.23,16.1
2018-06-07,69,0.23,15.870000000000001
2018-06-08,57,0.23,13.110000000000001
2018-06-09,42,0.23,9.66
2018-06-10,47,0.23,10.81
2018-06-11,100,0.23,23.0
2018-06-12,87,0.23,20.01
2018-06-13,83,0.23,19.09
2018-06-14,68,0.23,15.64
2018-06-15,56,0.23,12.88
2018-06-16,38,0.23,8.74
2018-06-17,43,0.23,9.89
2018-06-18,85,0.23,19.55
2018-06-19,81,0.23,18.630000000000003
2018-06-20,100,0.23,23.0
2018-06-21,88,0.23,20.240000000000002
2018-06-22,66,0.23,15.180000000000001
2018-06-23,52,0.23,11.96
2018-06-24,31,0.23,7.13
2018-06-25,46,0.23,10.58
2018-06-26,73,0.23,16.79
2018-06-27,72,0.23,16.560000000000002
2018-06-28,66,0.23,15.180000000000001
2018-06-29,74,0.23,17.02
2018-06-30,62,0.23,14.26
2018-07-01,31,0.24,7.4399999999999995
2018-07-02,58,0.24,13.92
2018-07-03,37,0.24,8.879999999999999
2018-07-04,46,0.24,11.04
2018-07-05,57,0.24,13.68
2018-07-06,53,0.24,12.719999999999999
2018-07-07,29,0.24,6.96
2018-07-08,38,0.24,9.12
2018-07-09,48,0.24,11.52
2018-07-10,35,0.24,8.4
2018-07-11,46,0.24,11.04
2018-07-12,78,0.24,18.72
2018-07-13,54,0.24,12.959999999999999
2018-07-14,31,0.24,7.4399999999999995
2018-07-15,34,0.24,8.16
2018-07-16,48,0.24,11.52
2018-07-17,100,0.24,24.0
2018-07-18,61,0.24,14.639999999999999
2018-07-19,63,0.24,15.12
2018-07-20,43,0.24,10.32
2018-07-21,29,0.24,6.96
2018-07-22,39,0.24,9.36
2018-07-23,82,0.24,19.68
2018-07-24,48,0.24,11.52
2018-07-25,58,0.24,13.92
2018-07-26,57,0.24,13.68
2018-07-27,33,0.24,7.92
2018-07-28,42,0.24,10.08
2018-07-29,35,0.24,8.4
2018-07-30,48,0.24,11.52
2018-07-31,61,0.24,14.639999999999999
2018-08-01,92,0.23,21.16
2018-08-02,100,0.23,23.0
2018-08-03,49,0.23,11.270000000000001
2018-08-04,31,0.23,7.13
2018-08-05,52,0.23,11.96
2018-08-06,73,0.23,16.79
2018-08-07,87,0.23,20.01
2018-08-08,82,0.23,18.86
2018-08-09,54,0.23,12.42
2018-08-10,64,0.23,14.72
2018-08-11,40,0.23,9.200000000000001
2018-08-12,39,0.23,8.97
2018-08-13,59,0.23,13.57
2018-08-14,72,0.23,16.560000000000002
2018-08-15,78,0.23,17.94
2018-08-16,95,0.23,21.85
2018-08-17,53,0.23,12.190000000000001
2018-08-18,41,0.23,9.43
2018-08-19,41,0.23,9.43
2018-08-20,87,0.23,20.01
2018-08-21,92,0.23,21.16
2018-08-22,78,0.23,17.94
2018-08-23,67,0.23,15.41
2018-08-24,80,0.23,18.400000000000002
2018-08-25,38,0.23,8.74
2018-08-26,40,0.23,9.200000000000001
2018-08-27,70,0.23,16.1
2018-08-28,56,0.23,12.88
2018-08-29,70,0.23,16.1
2018-08-30,80,0.23,18.400000000000002
2018-08-31,64,0.23,14.72
2018-09-01,30,0.26,7.800000000000001
2018-09-02,31,0.26,8.06
2018-09-03,39,0.26,10.14
2018-09-04,72,0.26,18.72
2018-09-05,71,0.26,18.46
2018-09-06,51,0.26,13.26
2018-09-07,75,0.26,19.5
2018-09-08,37,0.26,9.620000000000001
2018-09-09,25,0.26,6.5
2018-09-10,61,0.26,15.860000000000001
2018-09-11,72,0.26,18.72
2018-09-12,100,0.26,26.0
2018-09-13,94,0.26,24.44
2018-09-14,75,0.26,19.5
2018-09-15,36,0.26,9.36
2018-09-16,42,0.26,10.92
2018-09-17,79,0.26,20.54
2018-09-18,63,0.26,16.38
2018-09-19,72,0.26,18.72
2018-09-20,66,0.26,17.16
2018-09-21,60,0.26,15.600000000000001
2018-09-22,35,0.26,9.1
2018-09-23,48,0.26,12.48
2018-09-24,77,0.26,20.02
2018-09-25,62,0.26,16.12
2018-09-26,63,0.26,16.38
2018-09-27,38,0.26,9.88
2018-09-28,48,0.26,12.48
2018-09-29,44,0.26,11.440000000000001
2018-09-30,48,0.26,12.48
2018-10-01,81,0.25,20.25
2018-10-02,72,0.25,18.0
2018-10-03,46,0.25,11.5
2018-10-04,56,0.25,14.0
2018-10-05,65,0.25,16.25
2018-10-06,40,0.25,10.0
2018-10-07,30,0.25,7.5
2018-10-08,42,0.25,10.5
2018-10-09,64,0.25,16.0
2018-10-10,78,0.25,19.5
2018-10-11,77,0.25,19.25
2018-10-12,60,0.25,15.0
2018-10-13,52,0.25,13.0
2018-10-14,55,0.25,13.75
2018-10-15,69,0.25,17.25
2018-10-16,100,0.25,25.0
2018-10-17,71,0.25,17.75
2018-10-18,79,0.25,19.75
2018-10-19,98,0.25,24.5
2018-10-20,38,0.25,9.5
2018-10-21,36,0.25,9.0
2018-10-22,90,0.25,22.5
2018-10-23,75,0.25,18.75
2018-10-24,60,0.25,15.0
2018-10-25,53,0.25,13.25
2018-10-26,49,0.25,12.25
2018-10-27,37,0.25,9.25
2018-10-28,32,0.25,8.0
2018-10-29,59,0.25,14.75
2018-10-30,73,0.25,18.25
2018-10-31,89,0.25,22.25
2018-11-01,71,0.23,16.330000000000002
2018-11-02,78,0.23,17.94
2018-11-03,53,0.23,12.190000000000001
2018-11-04,48,0.23,11.040000000000001
2018-11-05,62,0.23,14.26
2018-11-06,57,0.23,13.110000000000001
2018-11-07,85,0.23,19.55
2018-11-08,73,0.23,16.79
2018-11-09,58,0.23,13.34
2018-11-10,48,0.23,11.040000000000001
2018-11-11,39,0.23,8.97
2018-11-12,86,0.23,19.78
2018-11-13,96,0.23,22.080000000000002
2018-11-14,66,0.23,15.180000000000001
2018-11-15,77,0.23,17.71
2018-11-16,100,0.23,23.0
2018-11-17,29,0.23,6.67
2018-11-18,61,0.23,14.030000000000001
2018-11-19,60,0.23,13.8
2018-11-20,88,0.23,20.240000000000002
2018-11-21,75,0.23,17.25
2018-11-22,39,0.23,8.97
2018-11-23,32,0.23,7.36
2018-11-24,25,0.23,5.75
2018-11-25,50,0.23,11.5
2018-11-26,50,0.23,11.5
2018-11-27,70,0.23,16.1
2018-11-28,64,0.23,14.72
2018-11-29,53,0.23,12.190000000000001
2018-11-30,79,0.23,18.17
2018-12-01,50,0.21,10.5
2018-12-02,39,0.21,8.19
2018-12-03,73,0.21,15.33
2018-12-04,69,0.21,14.49
2018-12-05,66,0.21,13.86
2018-12-06,59,0.21,12.389999999999999
2018-12-07,62,0.21,13.02
2018-12-08,30,0.21,6.3
2018-12-09,63,0.21,13.229999999999999
2018-12-10,73,0.21,15.33
2018-12-11,67,0.21,14.07
2018-12-12,78,0.21,16.38
2018-12-13,91,0.21,19.11
2018-12-14,59,0.21,12.389999999999999
2018-12-15,44,0.21,9.24
2018-12-16,59,0.21,12.389999999999999
2018-12-17,88,0.21,18.48
2018-12-18,100,0.21,21.0
2018-12-19,78,0.21,16.38
2018-12-20,52,0.21,10.92
2018-12-21,66,0.21,13.86
2018-12-22,44,0.21,9.24
2018-12-23,37,0.21,7.77
2018-12-24,43,0.21,9.03
2018-12-25,38,0.21,7.9799999999999995
2018-12-26,58,0.21,12.18
2018-12-27,67,0.21,14.07
2018-12-28,55,0.21,11.549999999999999
2018-12-29,39,0.21,8.19
2018-12-30,37,0.21,7.77
2018-12-31,35,0.21,7.35
2019-01-01,19,0.24,4.56
2019-01-02,57,0.24,13.68
2019-01-03,52,0.24,12.48
2019-01-04,68,0.24,16.32
2019-01-05,47,0.24,11.28
2019-01-06,25,0.24,6.0
2019-01-07,59,0.24,14.16
2019-01-08,50,0.24,12.0
2019-01-09,60,0.24,14.399999999999999
2019-01-10,56,0.24,13.44
2019-01-11,50,0.24,12.0
2019-01-12,36,0.24,8.64
2019-01-13,19,0.24,4.56
2019-01-14,55,0.24,13.2
2019-01-15,51,0.24,12.24
2019-01-16,100,0.24,24.0
2019-01-17,75,0.24,18.0
2019-01-18,45,0.24,10.799999999999999
2019-01-19,33,0.24,7.92
2019-01-20,30,0.24,7.199999999999999
2019-01-21,31,0.24,7.4399999999999995
2019-01-22,48,0.24,11.52
2019-01-23,39,0.24,9.36
2019-01-24,50,0.24,12.0
2019-01-25,48,0.24,11.52
2019-01-26,21,0.24,5.04
2019-01-27,36,0.24,8.64
2019-01-28,44,0.24,10.559999999999999
2019-01-29,42,0.24,10.08
2019-01-30,43,0.24,10.32
2019-01-31,45,0.24,10.799999999999999
2019-02-01,87,0.23,20.01
2019-02-02,57,0.23,13.110000000000001
2019-02-03,49,0.23,11.270000000000001
2019-02-04,83,0.23,19.09
2019-02-05,86,0.23,19.78
2019-02-06,81,0.23,18.630000000000003
2019-02-07,73,0.23,16.79
2019-02-08,85,0.23,19.55
2019-02-09,50,0.23,11.5
2019-02-10,29,0.23,6.67
2019-02-11,69,0.23,15.870000000000001
2019-02-12,67,0.23,15.41
2019-02-13,84,0.23,19.32
2019-02-14,76,0.23,17.48
2019-02-15,87,0.23,20.01
2019-02-16,55,0.23,12.65
2019-02-17,50,0.23,11.5
2019-02-18,55,0.23,12.65
2019-02-19,82,0.23,18.86
2019-02-20,65,0.23,14.950000000000001
2019-02-21,82,0.23,18.86
2019-02-22,100,0.23,23.0
2019-02-23,58,0.23,13.34
2019-02-24,39,0.23,8.97
2019-02-25,74,0.23,17.02
2019-02-26,73,0.23,16.79
2019-02-27,80,0.23,18.400000000000002
2019-02-28,79,0.23,18.17
2019-03-01,54,0.23,12.42
2019-03-02,35,0.23,8.05
2019-03-03,20,0.23,4.6000000000000005
2019-03-04,40,0.23,9.200000000000001
2019-03-05,54,0.23,12.42
2019-03-06,57,0.23,13.110000000000001
2019-03-07,40,0.23,9.200000000000001
2019-03-08,52,0.23,11.96
2019-03-09,37,0.23,8.51
2019-03-10,45,0.23,10.35
2019-03-11,50,0.23,11.5
2019-03-12,35,0.23,8.05
2019-03-13,39,0.23,8.97
2019-03-14,46,0.23,10.58
2019-03-15,46,0.23,10.58
2019-03-16,41,0.23,9.43
2019-03-17,19,0.23,4.37
2019-03-18,56,0.23,12.88
2019-03-19,52,0.23,11.96
2019-03-20,51,0.23,11.73
2019-03-21,42,0.23,9.66
2019-03-22,51,0.23,11.73
2019-03-23,43,0.23,9.89
2019-03-24,25,0.23,5.75
2019-03-25,70,0.23,16.1
2019-03-26,100,0.23,23.0
2019-03-27,52,0.23,11.96
2019-03-28,50,0.23,11.5
2019-03-29,53,0.23,12.190000000000001
2019-03-30,40,0.23,9.200000000000001
2019-03-31,41,0.23,9.43
2019-04-01,51,0.25,12.75
2019-04-02,58,0.25,14.5
2019-04-03,59,0.25,14.75
2019-04-04,47,0.25,11.75
2019-04-05,48,0.25,12.0
2019-04-06,26,0.25,6.5
2019-04-07,31,0.25,7.75
2019-04-08,50,0.25,12.5
2019-04-09,60,0.25,15.0
2019-04-10,44,0.25,11.0
2019-04-11,45,0.25,11.25
2019-04-12,43,0.25,10.75
2019-04-13,37,0.25,9.25
2019-04-14,18,0.25,4.5
2019-04-15,100,0.25,25.0
2019-04-16,79,0.25,19.75
2019-04-17,61,0.25,15.25
2019-04-18,55,0.25,13.75
2019-04-19,31,0.25,7.75
2019-04-20,20,0.25,5.0
2019-04-21,37,0.25,9.25
2019-04-22,69,0.25,17.25
2019-04-23,64,0.25,16.0
2019-04-24,62,0.25,15.5
2019-04-25,42,0.25,10.5
2019-04-26,39,0.25,9.75
2019-04-27,23,0.25,5.75
2019-04-28,35,0.25,8.75
2019-04-29,34,0.25,8.5
2019-04-30,47,0.25,11.75
2019-05-01,79,0.23,18.17
2019-05-02,74,0.23,17.02
2019-05-03,63,0.23,14.49
2019-05-04,47,0.23,10.81
2019-05-05,46,0.23,10.58
2019-05-06,96,0.23,22.080000000000002
2019-05-07,79,0.23,18.17
2019-05-08,74,0.23,17.02
2019-05-09,58,0.23,13.34
2019-05-10,83,0.23,19.09
2019-05-11,35,0.23,8.05
2019-05-12,40,0.23,9.200000000000001
2019-05-13,96,0.23,22.080000000000002
2019-05-14,92,0.23,21.16
2019-05-15,80,0.23,18.400000000000002
2019-05-16,100,0.23,23.0
2019-05-17,84,0.23,19.32
2019-05-18,36,0.23,8.280000000000001
2019-05-19,54,0.23,12.42
2019-05-20,89,0.23,20.470000000000002
2019-05-21,83,0.23,19.09
2019-05-22,70,0.23,16.1
2019-05-23,69,0.23,15.870000000000001
2019-05-24,89,0.23,20.470000000000002
2019-05-25,34,0.23,7.82
2019-05-26,27,0.23,6.21
2019-05-27,37,0.23,8.51
2019-05-28,98,0.23,22.540000000000003
2019-05-29,59,0.23,13.57
2019-05-30,84,0.23,19.32
2019-05-31,88,0.23,20.240000000000002
2019-06-01,63,0.26,16.38
2019-06-02,44,0.26,11.440000000000001
2019-06-03,61,0.26,15.860000000000001
2019-06-04,68,0.26,17.68
2019-06-05,49,0.26,12.74
2019-06-06,66,0.26,17.16
2019-06-07,82,0.26,21.32
2019-06-08,52,0.26,13.52
2019-06-09,30,0.26,7.800000000000001
2019-06-10,66,0.26,17.16
2019-06-11,52,0.26,13.52
2019-06-12,73,0.26,18.98
