Date,BZ=F_oil,CL=F_oil,GLD,SI=F,AAPL,BAC,C,CS,DB,GSBD(march-19-2015),HRI,JPM,LYG,MAN,MS,MUFG,UBS
2010-01-04,80.120003,81.510002,109.800003,17.440001000000002,7.6432139999999995,15.69,34.0,50.771484,69.87595400000001,0.0,35.639998999999996,42.849998,3.41,56.41,30.91,4.97,16.02
2010-01-05,80.589996,81.769997,109.699997,17.781,7.656428999999999,16.200001,35.299999,51.191406,71.21183,0.0,35.310001,43.68,3.54,57.130001,32.040001000000004,4.99,16.139999
2010-01-06,81.889999,83.18,111.510002,18.163,7.534642999999999,16.389999,36.400002,50.478516,69.980919,0.0,34.860001000000004,43.919998,3.57,58.200001,32.450001,5.14,16.09
2010-01-07,81.510002,82.660004,110.82,18.333,7.520714,16.93,36.5,52.51953100000001,70.772903,0.0,34.950001,44.790001000000004,3.74,59.919998,32.919998,5.18,16.15
2010-01-08,81.370003,82.75,111.370003,18.458,7.570714,16.780001000000002,35.900002,53.291016000000006,73.33015400000001,0.0,36.540001000000004,44.68,3.72,59.650002,32.25,5.2,16.74
2010-01-09,81.23666899999999,82.67333233333333,111.86333466666666,18.533000333333334,7.548452333333333,16.830000666666667,36.033334333333336,53.13151066666667,73.19338466666667,0.0,36.470001333333336,44.62999966666666,3.7033333333333336,59.47000166666667,32.18000033333333,5.196666666666667,16.759999666666666
2010-01-10,81.103335,82.59666466666667,112.35666633333334,18.608000666666666,7.5261906666666665,16.880000333333335,36.166666666666664,52.972005333333335,73.05661533333333,0.0,36.40000166666667,44.57999933333333,3.6866666666666665,59.290001333333336,32.11000066666667,5.193333333333333,16.779999333333333
2010-01-11,80.970001,82.519997,112.849998,18.683001,7.503928999999999,16.93,36.299999,52.8125,72.91984599999999,0.0,36.330002,44.529999,3.67,59.110001000000004,32.040001000000004,5.19,16.799999
2010-01-12,79.300003,80.790001,110.489998,18.243,7.418571000000001,16.360001,35.200001,51.992188,70.706108,0.0,35.220001,43.490002000000004,3.62,57.860001000000004,31.129998999999998,5.29,16.370001000000002
2010-01-13,78.309998,79.650002,111.540001,18.538,7.523214,16.620001000000002,35.0,52.080078,70.324425,0.0,35.130001,44.25,3.76,58.07,31.26,5.3,16.27
2010-01-14,77.82,79.389999,112.029999,18.643,7.479642999999999,16.82,35.099998,52.119141,69.94274899999999,0.0,36.419998,44.689999,3.8,58.939999,31.200001,5.42,16.309998999999998
2010-01-15,77.110001,78.0,110.860001,18.410999,7.354642999999999,16.26,34.200001,49.453125,66.536263,0.0,36.209998999999996,43.68,3.75,57.060001,30.379998999999998,5.5,15.66
2010-01-16,77.24,78.25499925,111.025,18.50424925,7.4359822499999995,16.275000000000002,34.50000125,49.54101575,66.77242700000001,0.0,36.13499924999999,43.57999975,3.7800000000000002,57.260001,30.574999249999998,5.4775,15.6675
2010-01-17,77.369999,78.5099985,111.189999,18.597499499999998,7.5173214999999995,16.29,34.8000015,49.6289065,67.008591,0.0,36.059999499999996,43.4799995,3.81,57.460001000000005,30.769999499999997,5.455,15.675
2010-01-18,77.499998,78.76499775,111.354998,18.69074975,7.59866075,16.305,35.100001750000004,49.71679725,67.244755,0.0,35.98499975,43.37999925,3.84,57.660001,30.96499975,5.4325,15.6825
2010-01-19,77.629997,79.019997,111.519997,18.784,7.68,16.32,35.400002,49.804688,67.480919,0.0,35.91,43.279999,3.87,57.860001000000004,31.16,5.41,15.69
2010-01-20,76.32,77.620003,108.940002,17.865999,7.561786,16.49,34.599998,48.154297,65.534348,0.0,35.130001,43.400002,3.72,56.57,30.629998999999998,5.19,15.22
2010-01-21,74.58000200000001,76.08000200000001,107.370003,17.496,7.431071,15.47,32.700001,46.298828,62.595420999999995,0.0,34.470001,40.540001000000004,3.43,54.459998999999996,29.34,5.32,14.66
2010-01-22,72.83000200000001,74.540001,107.16999799999999,16.917999,7.0625,14.9,32.5,43.359375,59.29389200000001,0.0,33.09,39.16,3.4,52.540001000000004,27.799999,5.38,14.01
2010-01-23,73.11666866666667,74.78000133333333,107.273333,16.988999666666665,7.1258333333333335,14.926666666666668,32.433333,43.97460933333333,59.84732700000001,0.0,32.93000033333334,39.17666633333333,3.433333333333333,52.413334,27.779999333333333,5.3933333333333335,14.053333333333333
2010-01-24,73.40333533333335,75.02000166666667,107.376668,17.060000333333335,7.189166666666667,14.953333333333333,32.366666,44.58984366666667,60.400762,0.0,32.77000066666667,39.19333266666666,3.466666666666667,52.286667,27.759999666666666,5.406666666666666,14.096666666666668
2010-01-25,73.690002,75.260002,107.480003,17.131001,7.2525,14.98,32.299999,45.205078,60.954197,0.0,32.610001000000004,39.209998999999996,3.5,52.16,27.74,5.42,14.14
2010-01-26,73.290001,74.709999,107.559998,16.846001,7.355,14.77,31.5,43.876953,58.959922999999996,0.0,32.220001,38.439999,3.39,52.029999,27.33,5.21,13.61
2010-01-27,72.239998,73.66999799999999,106.529999,16.427999,7.424286,15.19,32.0,44.228516,59.742367,0.0,33.029999,39.330002,3.36,52.48,27.950001,5.33,13.69
2010-01-28,72.129997,73.639999,106.480003,16.202,7.1175,15.37,32.400002,43.417969,58.673664,0.0,31.77,39.48,3.31,50.630001,27.49,5.18,13.55
2010-01-29,71.459999,72.889999,105.959999,16.183001,6.859286,15.18,33.200001,42.167969,58.177482999999995,0.0,31.08,38.939999,3.26,51.790001000000004,26.780001000000002,5.13,13.01
2010-01-30,72.00999966666666,73.40333266666667,106.75666533333333,16.339667333333335,6.891071666666666,15.26,33.266668,42.70833366666667,58.966286,0.0,31.460000333333333,39.16999966666667,3.3,52.246667333333335,27.040000333333335,5.176666666666667,13.11
2010-01-31,72.56000033333333,73.91666633333334,107.55333166666667,16.496333666666665,6.922857333333333,15.34,33.333335,43.24869833333333,59.755089000000005,0.0,31.84000066666667,39.40000033333333,3.34,52.703333666666666,27.299999666666665,5.223333333333333,13.21
2010-02-01,73.110001,74.43,108.349998,16.653,6.954642999999999,15.42,33.400002,43.789063,60.54389200000001,0.0,32.220001,39.630001,3.38,53.16,27.559998999999998,5.27,13.31
2010-02-02,76.059998,77.230003,109.129997,16.736,6.995,15.6,34.099998,45.478516,62.404579000000005,0.0,31.950001,40.549999,3.53,55.169998,28.059998999999998,5.34,13.61
2010-02-03,75.91999799999999,76.980003,108.699997,16.309998999999998,7.115357,15.53,33.700001,44.570313,61.145039000000004,0.0,31.709999,40.290001000000004,3.55,54.889998999999996,27.889999,5.25,13.8
2010-02-04,72.129997,73.139999,104.370003,15.343,6.858928999999999,14.75,31.799999,40.859375,56.870228000000004,0.0,30.389999,38.349998,3.25,52.209998999999996,26.629998999999998,5.01,12.95
2010-02-05,69.589996,71.190002,104.68,14.823,6.980714,15.0,32.200001,40.488281,56.812977000000004,0.0,30.059998999999998,38.299999,3.15,51.490002000000004,27.26,5.09,13.11
2010-02-06,69.763331,71.42333433333334,104.466667,14.908,6.964761666666667,14.826666666666666,31.966667333333334,40.10742166666667,56.291349000000004,0.0,29.889999,38.09999966666667,3.0733333333333333,51.266668,27.040000000000003,5.09,13.02
2010-02-07,69.936666,71.65666666666667,104.25333400000001,14.993,6.948809333333333,14.653333333333334,31.733333666666667,39.726562333333334,55.769721000000004,0.0,29.719998999999998,37.90000033333333,2.9966666666666666,51.043334,26.82,5.09,12.93
2010-02-08,70.110001,71.889999,104.040001,15.078,6.932857,14.48,31.5,39.345703,55.248093000000004,0.0,29.549999,37.700001,2.92,50.82,26.6,5.09,12.84
2010-02-09,72.129997,73.75,105.410004,15.431,7.006786,14.47,31.799999,41.445313,59.370228000000004,0.0,30.809998999999998,38.389998999999996,3.1,51.450001,27.129998999999998,5.11,12.81
2010-02-10,72.540001,74.519997,105.120003,15.302,6.968571000000001,14.67,32.0,42.353516,59.866413,0.0,31.08,38.869999,3.12,51.110001000000004,27.51,5.04,12.82
2010-02-11,73.050003,75.279999,107.129997,15.592,7.095357000000001,14.63,32.099998,42.207031,58.969467,0.0,31.83,39.02,3.1,51.950001,27.120001000000002,5.1,12.74
2010-02-12,72.900002,74.129997,107.040001,15.449,7.156428999999999,14.45,31.799999,41.923828,57.795803,0.0,31.200001,38.950001,3.01,51.970001,27.16,5.01,12.73
2010-02-13,73.5950015,74.84999825,107.6850015,15.62425,7.18339325,14.6275,32.12499875,42.487792999999996,58.561547250000004,0.0,31.44000075,39.23000075,3.05,52.127500250000004,27.325,5.01,12.9375
2010-02-14,74.290001,75.5699995,108.33000200000001,15.799499999999998,7.2103575,14.805,32.4499985,43.051758,59.3272915,0.0,31.6800005,39.510000500000004,3.09,52.2849995,27.490000000000002,5.01,13.145
2010-02-15,74.98500050000001,76.29000075,108.9750025,15.974749999999998,7.2373217499999996,14.9825,32.774998249999996,43.615723,60.09303575,0.0,31.920000249999998,39.79000025,3.13,52.44249875,27.655,5.01,13.352500000000001
2010-02-16,75.68,77.010002,109.620003,16.15,7.264286,15.16,33.099998,44.179688,60.85878,0.0,32.16,40.07,3.17,52.599998,27.82,5.01,13.56
2010-02-17,76.269997,77.33000200000001,109.25,16.098,7.233928999999999,15.66,34.099998,43.496094,60.534351,0.0,33.09,40.040001000000004,3.21,53.25,27.389999,5.0,13.55
2010-02-18,77.779999,79.059998,109.980003,16.059998999999998,7.2475,15.88,34.299999,43.378906,61.812977000000004,0.0,33.330002,40.41,3.2,53.009997999999996,27.26,5.08,13.66
2010-02-19,78.190002,79.809998,109.470001,16.413,7.2025,15.88,34.200001,42.763672,61.95610799999999,0.0,32.880001,40.029999,3.16,53.950001,27.41,4.97,13.51
2010-02-20,78.33000166666667,79.92666666666666,109.33666733333332,16.349333333333334,7.187619,15.989999666666668,34.333333333333336,43.105469,61.94656633333333,0.0,32.850001,40.303332,3.19,53.67666766666667,27.509999666666666,4.966666666666667,13.586666666666666
2010-02-21,78.47000133333333,80.04333533333333,109.20333366666667,16.285666666666668,7.172738000000001,16.099999333333333,34.466665666666664,43.447266,61.93702466666666,0.0,32.820001000000005,40.576665,3.22,53.40333433333333,27.609999333333334,4.963333333333333,13.663333333333334
2010-02-22,78.610001,80.160004,109.07,16.222,7.157857000000001,16.209999,34.599998,43.789063,61.927482999999995,0.0,32.790001000000004,40.849998,3.25,53.130001,27.709999,4.96,13.74
2010-02-23,77.25,78.860001,107.889999,15.888,7.037857000000001,15.94,33.5,42.431641,59.169846,0.0,31.559998999999998,39.880001,3.2,51.310001,27.15,4.97,13.33
2010-02-24,78.089996,80.0,107.360001,15.94,7.166428999999999,16.33,34.5,43.027344,60.190842,0.0,29.07,40.849998,3.34,52.029999,27.83,4.99,13.7
2010-02-25,76.290001,78.16999799999999,108.309998,16.110001,7.214286,16.549999,33.900002,43.59375,59.790077000000004,0.0,27.360001,40.639998999999996,3.42,51.830002,27.74,5.07,13.76
2010-02-26,77.589996,79.660004,109.43,16.5,7.307857,16.66,34.0,43.554688,60.591602,0.0,28.200001,41.970001,3.25,51.52,28.18,5.12,13.86
2010-02-27,77.35666366666666,79.34000166666667,109.43,16.482999666666668,7.359881,16.676666333333333,33.96666733333333,43.79557333333333,60.84923666666667,0.0,28.300000666666666,41.92333466666667,3.1933333333333334,52.02,28.183333666666666,5.133333333333334,13.863333333333333
2010-02-28,77.12333133333334,79.01999933333333,109.43,16.465999333333333,7.411905,16.693332666666667,33.93333466666667,44.03645866666667,61.10687133333334,0.0,28.400000333333335,41.876668333333335,3.1366666666666667,52.52,28.186667333333336,5.1466666666666665,13.866666666666665
2010-03-01,76.889999,78.699997,109.43,16.448999,7.463928999999999,16.709999,33.900002,44.277344,61.364506000000006,0.0,28.5,41.830002,3.08,53.02,28.190001000000002,5.16,13.87
2010-03-02,78.18,79.68,111.019997,17.044001,7.4589289999999995,16.459999,34.0,44.658203,61.870228000000004,0.0,28.200001,41.619999,3.13,53.349998,28.700001,5.17,14.02
2010-03-03,79.25,80.870003,111.629997,17.309,7.476071000000001,16.370001000000002,34.0,45.039063,63.511452,0.0,27.690001000000002,41.529999,3.2,53.560001,28.32,5.17,14.38
2010-03-04,78.540001,80.209999,110.83000200000001,17.156,7.5253570000000005,16.4,34.299999,45.253906,64.408394,0.0,29.1,41.919998,3.31,53.700001,29.200001,5.15,14.7
2010-03-05,79.889999,81.5,110.809998,17.362,7.819642999999999,16.700001,35.0,47.03125,66.230919,0.0,29.940001000000002,42.810001,3.34,55.73,29.41,5.14,15.28
2010-03-06,80.083333,81.62333433333333,110.49999766666666,17.325333666666666,7.821190666666666,16.713334,35.19999933333333,47.076823,66.224556,0.0,29.87000066666667,42.73666733333334,3.3,55.59666733333333,29.466666666666665,5.1499999999999995,15.219999999999999
