Date,Real,ARIMAPredicted
2010-06-06,139.86999533333332,141.05973431221003
2010-06-07,138.679993,139.87043371223098
2010-06-08,137.779999,138.68189572860487
2010-06-09,136.800003,137.79290739010034
2010-06-10,133.770004,136.81102092072206
2010-06-11,135.639999,133.71468241830397
2010-06-12,134.90666666666667,135.75239030828124
2010-06-13,134.17333433333332,134.92509225177236
2010-06-14,133.440002,134.19589459442145
2010-06-15,136.899994,133.46333789052943
2010-06-16,137.059998,137.062559022931
2010-06-17,137.320007,137.10460098994136
2010-06-18,138.179993,137.37174817623415
2010-06-19,138.03333033333334,138.25095789961767
2010-06-20,137.88666766666665,138.069351869073
2010-06-21,137.740005,137.92406913098816
2010-06-22,134.78999299999998,137.77754265046246
2010-06-23,135.070007,134.73522645002754
2010-06-24,134.979996,135.12864982261374
2010-06-25,139.660004,135.02219817164683
2010-06-26,138.660004,139.86024543608994
2010-06-27,137.660004,138.661596143885
2010-06-28,136.660004,137.66964881072101
2010-06-29,133.759995,136.67062381521797
2010-06-30,131.270004,133.7091505437691
2010-07-01,131.139999,131.23841784303673
2010-07-02,131.080002,131.18872408190782
2010-07-03,131.37500025,131.1284493300288
2010-07-04,131.66999850000002,131.43524348480537
2010-07-05,131.96499675,131.7294688676722
2010-07-06,132.259995,132.02412461667592
2010-07-07,135.830002,132.31876562955318
2010-07-08,135.46000700000002,135.996458995189
2010-07-09,138.059998,135.48833024428401
2010-07-10,137.78999866666666,138.1914941803384
2010-07-11,137.51999933333335,137.8200287407703
2010-07-12,137.25,137.55384139648208
2010-07-13,140.25,137.28404923483484
2010-07-14,139.059998,140.39225767540154
2010-07-15,145.220001,139.05656943323166
2010-07-16,146.169998,145.46552716008284
2010-07-17,146.00666299999997,146.22741620465624
2010-07-18,145.843328,146.03260498398222
2010-07-19,145.679993,145.87055204711234
2010-07-20,148.910004,145.70737743692757
2010-07-21,146.990005,149.04953429812826
2010-07-22,146.550003,146.9517557243444
2010-07-23,147.380005,146.56906782203993
2010-07-24,147.65333566666666,147.4395553102921
2010-07-25,147.92666633333334,147.6920969221338
2010-07-26,148.199997,147.96579756061152
2010-07-27,147.229996,148.2387736948482
2010-07-28,147.199997,147.22742524599994
2010-07-29,152.580002,147.23106606098378
2010-07-30,150.820007,152.78843368027532
2010-07-31,151.46000633333333,150.78008684256145
2010-08-01,152.10000566666668,151.50996747842572
2010-08-02,152.740005,152.14608872489933
2010-08-03,153.190002,152.78542037780687
2010-08-04,156.410004,153.22837156071876
2010-08-05,155.919998,156.53943492702456
2010-08-06,155.179993,155.91988973605166
2010-08-07,155.25332666666662,155.17668563329124
2010-08-08,155.32666033333334,155.27788657193366
2010-08-09,155.399994,155.35017431697034
2010-08-10,153.899994,155.42345207594988
2010-08-11,149.25,153.87145772282958
2010-08-12,149.419998,149.1212013190222
2010-08-13,148.080002,149.45946066484353
2010-08-14,147.973333,148.06367566142566
2010-08-15,147.866664,148.0012805759194
2010-08-16,147.759995,147.89322901164007
2010-08-17,148.589996,147.78674076655642
2010-08-18,149.199997,148.6477698953323
2010-08-19,147.050003,149.24841251511958
2010-08-20,148.240005,147.00692329829135
2010-08-21,147.740005,148.3129342890367
2010-08-22,147.240005,147.75172020411148
2010-08-23,146.740005,147.2544415973885
2010-08-24,143.949997,146.75497378196965
2010-08-25,144.679993,143.89002517188425
2010-08-26,141.809998,144.7422023005478
2010-08-27,139.75,141.74834635825985
2010-08-28,138.72000133333333,139.72290101204604
2010-08-29,137.6900026666667,138.72827559700158
2010-08-30,136.660004,137.69835397364324
2010-08-31,136.929993,136.66964092443408
2010-09-01,139.740005,136.98376097443713
2010-09-02,139.779999,139.8757199953036
2010-09-03,147.28999299999995,139.81801010735347
2010-09-04,146.76999650000002,147.5777361313012
2010-09-05,146.25,146.7748848089489
2010-09-06,145.73000349999998,146.26522389219525
2010-09-07,145.21000700000005,145.74552387033825
2010-09-08,147.53999299999995,145.226167596535
2010-09-09,149.139999,147.650803462066
2010-09-10,150.389999,149.22057220472539
2010-09-11,151.7166643333333,150.45805961440152
2010-09-12,153.04332966666666,151.78611917372692
2010-09-13,154.369995,153.11107746059457
2010-09-14,152.529999,154.43614193784077
2010-09-15,152.559998,152.4900727473051
2010-09-16,152.229996,152.58769659156437
2010-09-17,150.979996,152.2434650403356
2010-09-18,151.286662,150.96401412695025
2010-09-19,151.593328,151.32460664907452
2010-09-20,151.899994,151.62904259817066
2010-09-21,151.399994,151.9354013992023
2010-09-22,148.070007,151.40841631088708
2010-09-23,144.910004,147.98661691769243
2010-09-24,147.279999,144.83953039005283
2010-09-25,146.85333266666666,147.39547102381115
2010-09-26,146.42666633333334,146.8672111723948
2010-09-27,146.0,146.44455713972036
2010-09-28,145.009995,146.01828706813865
2010-09-29,144.419998,145.01021750748163
2010-09-30,144.580002,144.4352736206707
2010-10-01,147.699997,144.62024277952096
2010-10-02,147.32333366666666,147.83683343603363
2010-10-03,146.94667033333334,147.33760493683548
2010-10-04,146.570007,146.96560945187287
2010-10-05,149.570007,146.58925739323615
2010-10-06,150.839996,149.70111454121366
2010-10-07,151.110001,150.90644788736273
2010-10-08,152.660004,151.14408869269855
2010-10-09,152.50666833333338,152.73708952001294
2010-10-10,152.35333266666666,152.52414949200113
2010-10-11,152.199997,152.3730465149665
2010-10-12,155.21000700000005,152.2198261812852
2010-10-13,154.729996,155.33438332846444
2010-10-14,151.589996,154.73189142521662
2010-10-15,150.690002,151.50893215735886
2010-10-16,151.69333366666666,150.68960424670902
2010-10-17,152.69666533333333,151.7540905264031
2010-10-18,153.699997,152.75407330157955
2010-10-19,156.720001,153.75626473518756
2010-10-20,159.600006,156.8415832404776
2010-10-21,159.300003,159.71095599669755
2010-10-22,157.759995,159.30280592379427
2010-10-23,157.636663,157.7259682250317
2010-10-24,157.513331,157.6525598326218
2010-10-25,157.389999,157.52767265873157
2010-10-26,158.28999299999995,157.40454816495642
2010-10-27,160.149994,158.33844901498696
2010-10-28,163.240005,160.22783415457624
2010-10-29,161.130005,163.35509088651122
2010-10-30,161.27667233333338,161.0684015223914
2010-10-31,161.42333966666666,161.298205751561
2010-11-01,161.570007,161.4418429602805
2010-11-02,162.820007,161.58843060584326
2010-11-03,162.630005,162.87464902561396
2010-11-04,166.389999,162.63433754323148
2010-11-05,171.070007,166.52660287053303
2010-11-06,170.44667033333334,171.22773044300519
2010-11-07,169.82333366666666,170.42285892614655
2010-11-08,169.199997,169.80651780626286
2010-11-09,166.550003,169.18372123478778
2010-11-10,167.220001,166.46762859882006
2010-11-11,167.71000700000005,167.2527314198035
2010-11-12,165.830002,167.73202016960457
2010-11-13,166.293335,165.77358220246126
2010-11-14,166.756668,166.3192593275298
2010-11-15,167.220001,166.77919328323958
2010-11-16,165.100006,167.24206316274714
2010-11-17,164.889999,165.0362800814964
2010-11-18,167.350006,164.8948729257176
2010-11-19,166.669998,167.44087788604818
2010-11-20,164.79666633333332,166.65125878955917
2010-11-21,162.92333466666668,164.74316286437923
2010-11-22,161.050003,162.87336459909704
2010-11-23,157.779999,161.00225498724416
2010-11-24,160.259995,157.68844148486195
2010-11-25,159.23999799999999,160.36372095306473
2010-11-26,158.220001,159.2184700851147
2010-11-27,158.57333366666666,158.20403763708163
2010-11-28,158.92666633333334,158.60376189483168
2010-11-29,159.279999,158.95506414582138
2010-11-30,156.139999,159.30802441019043
2010-12-01,158.449997,156.05234959452218
2010-12-02,162.5,158.5500320783579
2010-12-03,162.309998,162.64812245822878
2010-12-04,162.42333,162.31152993251885
2010-12-05,162.536662,162.44012600757708
2010-12-06,162.649994,162.55279360350775
2010-12-07,161.589996,162.6660066049941
2010-12-08,166.139999,161.56716257414303
2010-12-09,166.449997,166.30489636556993
2010-12-10,168.470001,166.4628969553861
2010-12-11,168.80666599999998,168.54413114911708
2010-12-12,169.14333100000002,168.82063944069836
2010-12-13,169.479996,169.15894318215953
2010-12-14,167.330002,169.49513099143326
2010-12-15,165.21000700000005,167.26269694689967
2010-12-16,164.46000700000005,165.14920351381696
2010-12-17,164.03999299999995,164.44682881555028
2010-12-18,164.70999633333332,164.03700842791758
2010-12-19,165.37999966666666,164.74314790703318
2010-12-20,166.050003,165.4110759093081
2010-12-21,168.229996,166.08031230716776
2010-12-22,169.600006,168.30930838812085
2010-12-23,167.600006,169.64819240691028
2010-12-24,168.157505,167.53636746345657
2010-12-25,168.71500400000005,168.1845692499826
2010-12-26,169.272503,168.73826522082967
2010-12-27,169.830002,169.29519715642306
2010-12-28,169.190002,169.8520182896519
2010-12-29,167.630005,169.17183852025784
2010-12-30,167.639999,167.58366692422322
2010-12-31,168.160004,167.6483710622419
2011-01-01,169.79000366666668,168.18331558772752
2011-01-02,171.42000333333334,169.84877223668894
2011-01-03,173.050003,171.4755191263558
2011-01-04,173.080002,173.10359147325
2011-01-05,174.0,173.0788334732764
2011-01-06,172.21000700000005,174.03003010082173
2011-01-07,170.690002,172.14841509167795
2011-01-08,170.37999966666666,170.6426930696042
2011-01-09,170.06999733333333,170.37402099247566
2011-01-10,169.759995,170.0629912045276
2011-01-11,169.360001,169.75341178297197
2011-01-12,171.669998,169.3508221924325
2011-01-13,171.570007,171.7508114204189
2011-01-14,175.0,171.56534389481104
2011-01-15,174.91999825,175.1148435259779
2011-01-16,174.83999649999996,174.91066442153948
2011-01-17,174.75999475,174.83501467765095
2011-01-18,174.679993,174.7549639720162
2011-01-19,166.490005,174.67506395929868
2011-01-20,165.690002,166.21762270478402
2011-01-21,166.199997,165.68081791970585
2011-01-22,166.23333233333332,166.2260184240448
2011-01-23,166.26666766666668,166.24178533652733
2011-01-24,166.300003,166.2756805348351
2011-01-25,161.979996,166.30895500421286
2011-01-26,161.309998,161.8452908872564
2011-01-27,164.029999,161.30602944198907
2011-01-28,161.770004,164.13422854010614
2011-01-29,162.38666766666663,161.70283581962343
2011-01-30,163.00333133333334,162.42309641547507
2011-01-31,163.619995,163.0354415465372
2011-02-01,165.330002,163.65148180087962
2011-02-02,165.050003,165.3968084475452
2011-02-03,164.639999,165.0478106671395
2011-02-04,164.830002,164.6362305653079
2011-02-05,165.59666966666668,164.84659467229633
2011-02-06,166.36333733333333,165.6313517786649
2011-02-07,167.130005,166.39644114836366
2011-02-08,168.550003,167.16220395918404
2011-02-09,166.009995,168.60282752341823
2011-02-10,165.339996,165.92969596958017
2011-02-11,166.660004,165.32912403422964
2011-02-12,166.94667066666668,166.71324345082007
2011-02-13,167.23333733333334,166.9619737970294
2011-02-14,167.520004,167.24958089361354
2011-02-15,167.910004,167.5358568150445
2011-02-16,168.809998,167.9289206347726
2011-02-17,167.160004,168.84514672930837
2011-02-18,168.03999299999995,167.10934673382437
2011-02-19,166.76499524999997,168.077802085668
2011-02-20,165.48999750000002,166.7275811534504
2011-02-21,164.21499975,165.45675379780232
2011-02-22,162.940002,164.18320793416592
2011-02-23,163.089996,162.90975515470583
2011-02-24,163.440002,163.10830165924398
2011-02-25,165.119995,163.46305600479215
2011-02-26,164.67332966666666,165.18632515069888
2011-02-27,164.22666433333333,164.66591795495808
2011-02-28,163.779999,164.22233626981244
2011-03-01,161.309998,163.776124009584
2011-03-02,161.690002,161.23991596664354
2011-03-03,164.490005,161.7192984245915
2011-03-04,161.0,164.59525951227062
2011-03-05,160.38333133333333,160.89164313795476
2011-03-06,159.76666266666666,160.38144564656568
2011-03-07,159.149994,159.76190259954942
2011-03-08,161.300003,159.14610364341934
2011-03-09,162.350006,161.3881273217874
2011-03-10,160.270004,162.39600117823753
2011-03-11,160.679993,160.21286904297284
2011-03-12,159.929993,160.71113607224586
2011-03-13,159.179993,159.9193323296254
2011-03-14,158.429993,159.17170177897336
2011-03-15,157.25,158.4225586982096
2011-03-16,154.380005,157.2292888653152
2011-03-17,155.75,154.30547088006233
2011-03-18,159.96000700000005,155.8207764258147
2011-03-19,160.0433403333334,160.11778684132517
2011-03-20,160.12667366666668,160.0567358260613
2011-03-21,160.21000700000005,160.1449087823701
2011-03-22,160.78999299999995,160.22797217470296
2011-03-23,159.529999,160.82424784612562
2011-03-24,159.910004,159.5022694096174
2011-03-25,157.970001,159.94007657880076
2011-03-26,157.470001,157.9210816342877
2011-03-27,156.970001,157.4737187648727
2011-03-28,156.470001,156.97254178938724
2011-03-29,158.470001,156.47320745764654
2011-03-30,159.070007,158.5562854592262
2011-03-31,158.600006,159.10475928173673
2011-04-01,160.229996,158.60047262787734
2011-04-02,159.786662,160.30150350833867
2011-04-03,159.343328,159.7852990055426
2011-04-04,158.899994,159.34501465097227
2011-04-05,158.910004,158.90213072174683
2011-04-06,161.889999,158.92763570032406
2011-04-07,162.399994,162.0050679309175
2011-04-08,160.96000700000005,162.42651368552416
2011-04-09,161.130005,160.9245905839339
2011-04-10,161.300003,161.15162405466185
2011-04-11,161.470001,161.31945648600652
2011-04-12,160.419998,161.48931601457286
2011-04-13,160.169998,160.3988570920732
2011-04-14,155.78999299999995,160.17794785076902
2011-04-15,155.130005,155.66100987007349
2011-04-16,154.680003,155.13391280177424
2011-04-17,154.23000100000004,154.68711344005558
2011-04-18,153.779999,154.2375646121181
2011-04-19,151.860001,153.78810992839465
2011-04-20,152.699997,151.82016060190716
2011-04-21,153.509995,152.75525258125734
2011-04-22,153.17999675,153.55995415714224
2011-04-23,152.8499985,153.1915154975191
2011-04-24,152.52000025,152.86324622236543
2011-04-25,152.190002,152.53360151109612
2011-04-26,153.270004,152.20400389600547
2011-04-27,152.860001,153.33092106743746
2011-04-28,150.600006,152.86880533354093
2011-04-29,151.009995,150.55007597376502
2011-04-30,151.10666433333333,151.05298597484952
2011-05-01,151.20333366666668,151.1356243519568
2011-05-02,151.300003,151.23265321021395
2011-05-03,151.869995,151.3291893253594
2011-05-04,151.520004,151.91467997478003
2011-05-05,150.410004,151.53309498163495
2011-05-06,150.100006,150.39954170785936
2011-05-07,149.77333566666667,150.11813071191384
2011-05-08,149.44666533333333,149.7903192359192
2011-05-09,149.119995,149.464096554398
2011-05-10,150.399994,149.13781947111465
2011-05-11,147.880005,150.47121787972773
2011-05-12,142.75,147.82243724258882
2011-05-13,141.46000700000005,142.6138891498818
2011-05-14,141.17334000000002,141.45968446579852
2011-05-15,140.886673,141.20308128652698
2011-05-16,140.600006,140.9157434185492
2011-05-17,140.809998,140.62945793415682
2011-05-18,140.839996,140.85618028045855
2011-05-19,139.339996,140.87940474106722
2011-05-20,134.990005,139.32912425822886
2011-05-21,135.27333533333334,134.88870932017426
2011-05-22,135.55666566666665,135.33343059987976
2011-05-23,135.839996,135.61088038980313
2011-05-24,136.339996,135.89405770707617
2011-05-25,136.240005,136.40085654461078
2011-05-26,136.259995,136.28021357310655
2011-05-27,138.660004,136.3049939712625
2011-05-28,139.177502,138.78333117491843
2011-05-29,139.695,139.23304101124907
2011-05-30,140.212498,139.7522128864705
2011-05-31,140.729996,140.26900631855125
2011-06-01,136.169998,140.7858811906799
2011-06-02,134.380005,136.05774981372457
2011-06-03,135.330002,134.37060014063843
2011-06-04,134.85333266666666,135.40970723724894
2011-06-05,134.37666333333334,134.88173253280618
2011-06-06,133.899994,134.40741612892825
2011-06-07,132.990005,133.9312624162273
2011-06-08,131.589996,133.00755665814455
2011-06-09,133.529999,131.592989644038
2011-06-10,135.919998,133.64542973053614
2011-06-11,136.456665,136.04399779789614
2011-06-12,136.993332,136.5162403903052
2011-06-13,137.529999,137.05444211212995
2011-06-14,137.100006,137.59038533360783
2011-06-15,134.850006,137.12785560963502
2011-06-16,136.089996,134.81946516201194
2011-06-17,137.229996,136.17940402416903
2011-06-18,136.53333033333334,137.3104472802559
2011-06-19,135.83666466666665,136.552070548468
2011-06-20,135.139999,135.8583892687837
2011-06-21,135.96000700000002,135.16249275820863
2011-06-22,134.520004,136.03338108919172
2011-06-23,132.360001,134.51605213877133
2011-06-24,130.910004,132.33674498866202
2011-06-25,130.84333833333335,130.91353379106943
2011-06-26,130.77667266666668,130.89340085343287
2011-06-27,130.71000700000002,130.82522524505748
2011-06-28,129.259995,130.75869466125243
2011-06-29,132.529999,129.26312458510847
2011-06-30,133.089996,132.692216250049
2011-07-01,136.649994,133.15327244156055
2011-07-02,136.1124955,136.81492840209614
2011-07-03,135.574997,136.13431931738882
2011-07-04,135.0374985,135.6023933217028
2011-07-05,134.5,135.0653762823494
2011-07-06,133.889999,134.52853356494336
2011-07-07,135.009995,133.91679050873427
2011-07-08,134.080002,135.0946820045724
2011-07-09,133.393336,134.09367630469058
2011-07-10,132.70667,133.41863241806178
2011-07-11,132.020004,132.73242730364234
2011-07-12,130.309998,132.0466043597739
2011-07-13,129.919998,130.30366816860752
2011-07-14,129.889999,129.96048171617556
2011-07-15,130.160004,129.94124405908119
2011-07-16,129.88333666666668,130.22081528496736
2011-07-17,129.60666933333334,129.92544787698853
2011-07-18,129.330002,129.64976688869854
2011-07-19,128.490005,129.37341181956344
2011-07-20,132.75,128.51516582295534
2011-07-21,135.580002,132.94508590625387
2011-07-22,135.490005,135.71676567878913
2011-07-23,135.94333866666668,135.5288948359705
2011-07-24,136.39667233333333,136.00361692560972
2011-07-25,136.850006,136.4556512329659
2011-07-26,137.600006,136.90846239054147
2011-07-27,134.720001,137.66770035441556
2011-07-28,135.839996,134.666686501718
2011-07-29,134.970001,135.92638776119605
2011-07-30,134.69666533333333,134.984558165162
2011-07-31,134.42332966666666,134.7344542067722
2011-08-01,134.149994,134.46066493588106
2011-08-02,131.229996,134.18768667154765
2011-08-03,132.080002,131.18070446173692
2011-08-04,126.230003,132.16171409993345
2011-08-05,125.18,126.08513197472561
2011-08-06,122.67333466666668,125.20855687341106
2011-08-07,120.16666933333332,122.64921094808238
2011-08-08,117.660004,120.14748462027313
2011-08-09,122.730003,117.64378534524437
2011-08-10,110.339996,122.9667734098382
2011-08-11,118.099998,109.98575402845276
2011-08-12,116.470001,118.44624168395221
2011-08-13,117.35666633333334,116.47277604234833
2011-08-14,118.24333166666666,117.45626586793878
2011-08-15,119.129997,118.33850685948059
2011-08-16,116.870003,119.22421470282657
2011-08-17,117.25,116.85933567569609
2011-08-18,113.139999,117.33284444199614
2011-08-19,111.760002,113.07104043770147
2011-08-20,110.010002,111.79144513099205
2011-08-21,108.260002,110.02752683456421
2011-08-22,106.510002,108.28019219607648
2011-08-23,106.860001,106.53228971811687
2011-08-24,110.309998,106.95368500927877
2011-08-25,109.839996,110.50306904319004
2011-08-26,111.75,109.89602747202944
2011-08-27,113.19,111.88982848364881
2011-08-28,114.63,113.30906477674449
2011-08-29,116.07,114.74797468632894
2011-08-30,115.18,116.18621095346154
2011-08-31,116.220001,115.21760318865398
2011-09-01,112.160004,116.32508000669914
2011-09-02,107.059998,112.0932220024727
2011-09-03,106.434998,106.96986858513783
2011-09-04,105.809998,106.49967799086821
2011-09-05,105.184998,105.87015888600698
2011-09-06,104.559998,105.24609533369195
2011-09-07,108.339996,104.6218449783153
2011-09-08,104.790001,108.54792065583497
2011-09-09,102.25,104.74637832626338
2011-09-10,102.47333266666666,102.25275051269722
2011-09-11,102.69666533333331,102.56883503762943
2011-09-12,102.919998,102.78871246663434
2011-09-13,104.089996,103.0118841137626
2011-09-14,104.540001,104.2128389482906
2011-09-15,107.970001,104.63656790858303
2011-09-16,107.489998,108.16521533110271
2011-09-17,106.59666466666668,107.54855286560385
2011-09-18,105.70333133333332,106.64686339446631
2011-09-19,104.809998,105.75493350622182
2011-09-20,102.610001,104.86266944101743
2011-09-21,97.860001,102.62064609406842
2011-09-22,93.980003,97.79071169311558
2011-09-23,95.18,93.94809322578335
2011-09-24,96.49999966666668,95.31925306936559
2011-09-25,97.81999933333334,96.63584999530482
2011-09-26,99.139999,97.95431520497537
2011-09-27,99.550003,99.27271644291838
2011-09-28,96.32,99.65110329213344
2011-09-29,99.870003,96.30158563281833
2011-09-30,94.550003,100.08339435743558
2011-10-01,93.06000266666668,94.4583940916841
2011-10-02,91.57000233333332,93.11184349786025
2011-10-03,90.080002,91.61879491121086
2011-10-04,94.580002,90.1307625485556
2011-10-05,94.290001,94.8301698935357
2011-10-06,97.93,94.36968974608341
2011-10-07,92.690002,98.14554019238814
2011-10-08,93.840001,92.60338522313188
2011-10-09,94.99,93.98109129367208
2011-10-10,96.139999,95.121855053166
2011-10-11,96.699997,96.27073193204791
2011-10-12,99.110001,96.80986577658335
2011-10-13,96.150002,99.28091578901474
2011-10-14,96.730003,96.138654925233
2011-10-15,96.78666933333334,96.84538411601815
2011-10-16,96.84333566666666,96.87972083361595
2011-10-17,96.900002,96.9370808786492
2011-10-18,102.25,96.99365258409311
2011-10-19,100.790001,102.51821086568603
2011-10-20,100.860001,100.82088036871129
2011-10-21,102.089996,100.9513078145823
2011-10-22,102.71999833333334,102.21741460586304
2011-10-23,103.35000066666666,102.82484818024348
2011-10-24,103.980003,103.45483532229514
2011-10-25,100.440002,104.08405020975736
2011-10-26,106.330002,100.40571908419369
2011-10-27,116.400002,106.61598058058955
2011-10-28,115.860001,116.80554662117595
2011-10-29,113.75666833333334,115.8988309234692
2011-10-30,111.65333566666666,113.7571557197141
2011-10-31,109.550003,111.65776664825685
2011-11-01,103.540001,109.55692966132065
2011-11-02,106.129997,103.42059123024872
2011-11-03,107.68,106.30614542786738
2011-11-04,105.040001,107.80847930175463
2011-11-05,105.21666733333332,105.02994501083467
2011-11-06,105.39333366666666,105.3075791280196
2011-11-07,105.57,105.48056727017725
2011-11-08,108.580002,105.65713858532376
