Date,Open,High,Low,GS,Adj Close,Volume
2010-01-29,154.440002,154.880005,147.809998,148.720001,125.918076,18502800.0
2010-01-30,152.90000366666666,155.00333666666668,148.27666766666667,150.19000233333333,127.16268966666667,16662133.333333334
2010-01-31,151.36000533333333,155.12666833333333,148.74333733333336,151.66000366666668,128.40730333333335,14821466.666666666
2010-02-01,149.820007,155.25,149.21000700000002,153.130005,129.651917,12980800.0
2010-02-02,153.649994,157.5,153.649994,156.940002,132.87776200000002,17246600.0
2010-02-03,157.919998,159.940002,157.110001,157.229996,133.123352,16785200.0
2010-02-04,155.270004,156.059998,150.449997,150.679993,127.57763700000001,18895000.0
2010-02-05,150.820007,154.46000700000002,148.869995,154.16000400000001,130.524048,18759200.0
2010-02-06,151.970006,154.50667333333334,149.51999899999998,153.14000466666667,129.66043366666668,15925233.333333334
2010-02-07,153.120005,154.5533396666667,150.170003,152.12000533333335,128.79681933333333,13091266.666666668
2010-02-08,154.270004,154.600006,150.820007,151.100006,127.933205,10257300.0
2010-02-09,152.699997,153.529999,149.649994,152.490005,129.11009199999998,14017300.0
2010-02-10,152.770004,155.350006,151.759995,153.630005,130.07531699999998,10555300.0
2010-02-11,154.399994,155.320007,152.25,154.050003,130.430878,11163400.0
2010-02-12,152.369995,154.5,151.139999,153.929993,130.32926899999998,10293200.0
2010-02-13,153.102497,155.31000125,152.00500075,154.79749325,131.06376999999998,10594175.0
2010-02-14,153.83499899999998,156.1200025,152.8700025,155.66499349999998,131.798271,10895150.0
2010-02-15,154.567501,156.93000375,153.73500425,156.53249375,132.532772,11196125.0
2010-02-16,155.300003,157.740005,154.600006,157.399994,133.267273,11497100.0
2010-02-17,158.0,158.190002,155.809998,157.259995,133.14875800000002,10070000.0
2010-02-18,155.610001,156.58999599999999,154.880005,155.729996,131.85333300000002,10991100.0
2010-02-19,154.509995,157.0,154.490005,156.179993,132.23436,8693000.0
2010-02-20,155.40666233333334,157.32333366666666,155.00333633333332,156.35666433333333,132.38393666666667,8253833.333333333
2010-02-21,156.30332966666666,157.64666733333334,155.51666766666668,156.5333356666667,132.53351333333333,7814666.666666667
2010-02-22,157.199997,157.970001,156.029999,156.71000700000002,132.68309,7375500.0
2010-02-23,156.809998,160.21000700000002,155.91000400000001,156.699997,132.67463700000002,15696000.0
2010-02-24,157.33999599999999,159.25,156.869995,158.330002,134.054703,8361500.0
2010-02-25,156.229996,156.440002,154.320007,156.440002,132.454529,10519900.0
2010-02-26,156.259995,156.990005,155.259995,156.350006,132.675064,7812700.0
2010-02-27,156.34332833333335,157.42333433333332,155.56332933333334,156.413335,132.72881066666667,7382733.333333333
2010-02-28,156.42666166666666,157.85666366666666,155.86666366666665,156.476664,132.78255733333333,6952766.666666667
2010-03-01,156.509995,158.28999299999998,156.169998,156.53999299999998,132.836304,6522800.0
2010-03-02,157.179993,159.75,156.91000400000001,158.75,134.711639,11986400.0
2010-03-03,159.03999299999998,159.449997,157.229996,157.720001,133.837616,10006000.0
2010-03-04,158.25,163.850006,158.110001,163.610001,138.835739,15439500.0
2010-03-05,165.110001,168.25,165.0,167.179993,141.86523400000002,12226700.0
2010-03-06,166.0333356666667,169.063334,165.82000233333335,168.06666066666665,142.6176296666667,11265966.666666666
2010-03-07,166.95667033333334,169.876668,166.64000466666667,168.95332833333333,143.37002533333333,10305233.333333334
2010-03-08,167.880005,170.690002,167.46000700000002,169.83999599999999,144.122421,9344500.0
2010-03-09,169.220001,172.199997,168.0,168.850006,143.282318,12958700.0
2010-03-10,170.259995,172.33999599999999,168.869995,171.940002,145.904434,13107200.0
2010-03-11,171.399994,173.570007,171.100006,173.509995,147.236679,8910600.0
2010-03-12,175.009995,176.33999599999999,174.0,174.96000700000002,148.467163,10216900.0
2010-03-13,174.65666233333334,175.95999633333332,172.793335,174.48333766666667,148.06265266666668,11464133.333333334
2010-03-14,174.30332966666666,175.57999666666666,171.58667,174.00666833333335,147.65814233333333,12711366.666666666
2010-03-15,173.949997,175.199997,170.380005,173.529999,147.253632,13958600.0
2010-03-16,174.330002,176.419998,173.559998,176.190002,149.510864,11687700.0
2010-03-17,176.860001,177.880005,175.570007,176.639999,149.892746,10138600.0
2010-03-18,176.199997,177.75,175.66000400000001,177.449997,150.580048,6883500.0
2010-03-19,177.899994,178.21000700000002,175.949997,177.899994,150.96191399999998,10896600.0
2010-03-20,177.336665,177.79000366666668,175.70999666666665,177.31999733333333,150.46974166666666,9704533.333333334
2010-03-21,176.773336,177.37000033333334,175.46999633333334,176.74000066666667,149.97756933333332,8512466.666666666
2010-03-22,176.21000700000002,176.949997,175.229996,176.16000400000001,149.485397,7320400.0
2010-03-23,176.25,176.809998,173.28999299999998,174.830002,148.356796,10804800.0
2010-03-24,173.639999,175.96000700000002,173.639999,174.41000400000001,148.00036599999999,8396100.0
2010-03-25,175.240005,178.729996,174.779999,174.899994,148.41618300000002,9534300.0
2010-03-26,175.380005,175.479996,171.91000400000001,172.869995,146.69361899999998,11811500.0
2010-03-27,174.87666833333333,175.129995,171.82000233333335,173.263331,147.02739466666665,11802866.666666666
2010-03-28,174.37333166666667,174.779994,171.73000066666665,173.656667,147.36117033333332,11794233.333333334
2010-03-29,173.869995,174.429993,171.639999,174.050003,147.694946,11785600.0
2010-03-30,174.259995,174.779999,170.699997,171.380005,145.429199,8184600.0
2010-03-31,170.0,171.66000400000001,169.850006,170.630005,144.792786,8243200.0
2010-04-01,171.720001,172.0,169.5,170.220001,144.444885,6480600.0
2010-04-02,171.45999899999998,172.34249875,169.567501,170.95500175,145.06856125,6394200.0
2010-04-03,171.199997,172.6849975,169.635002,171.6900025,145.69223749999998,6307800.0
2010-04-04,170.939995,173.02749624999998,169.702503,172.42500325,146.31591375,6221400.0
2010-04-05,170.679993,173.369995,169.770004,173.16000400000001,146.93958999999998,6135000.0
2010-04-06,172.610001,173.889999,172.149994,172.899994,146.719086,7743600.0
2010-04-07,172.889999,177.899994,172.809998,176.360001,149.655151,13887200.0
2010-04-08,176.100006,180.800003,175.279999,179.5,152.319672,10668800.0
2010-04-09,180.279999,181.0,177.5,179.119995,151.997162,8462000.0
2010-04-10,179.973333,180.793335,177.61333199999999,178.69332866666664,151.63509633333334,7654933.333333333
2010-04-11,179.66666700000002,180.58667,177.726664,178.26666233333333,151.27303066666667,6847866.666666667
2010-04-12,179.360001,180.380005,177.83999599999999,177.83999599999999,150.910965,6040800.0
2010-04-13,177.559998,180.0,177.110001,179.25,152.107559,6466400.0
2010-04-14,183.91000400000001,185.940002,183.070007,184.919998,156.918945,12556400.0
2010-04-15,185.53999299999998,185.600006,183.66000400000001,184.270004,156.36733999999998,7838700.0
2010-04-16,183.619995,186.41000400000001,155.550003,160.699997,136.366379,102043700.0
2010-04-17,174.27999866666667,178.85000133333335,155.36666866666667,161.57333366666666,137.107478,86128866.66666667
2010-04-18,164.94000233333333,171.28999866666666,155.18333433333333,162.44667033333334,137.848577,70214033.33333333
2010-04-19,155.600006,163.729996,155.0,163.320007,138.589676,54299200.0
2010-04-20,166.440002,166.71000700000002,158.0,159.979996,135.755478,42196600.0
2010-04-21,161.669998,163.139999,157.0,158.929993,134.86441000000002,30371000.0
2010-04-22,157.929993,162.0,156.28999299999998,159.050003,134.966293,24823000.0
2010-04-23,160.190002,160.720001,157.0,157.399994,133.566101,14916000.0
2010-04-24,159.033335,159.476669,155.17333466666668,155.60999566666666,132.04713933333332,20257566.666666668
2010-04-25,157.876668,158.233337,153.34666933333332,153.81999733333333,130.52817766666666,25599133.333333336
2010-04-26,156.720001,156.990005,151.520004,152.029999,129.00921599999998,30940700.0
2010-04-27,150.25,156.190002,150.149994,153.03999299999998,129.866302,34516800.0
2010-04-28,156.66000400000001,157.649994,154.690002,157.009995,133.235199,21226100.0
2010-04-29,159.550003,161.050003,158.33999599999999,160.240005,135.976089,18464300.0
2010-04-30,151.899994,152.5,143.300003,145.199997,123.213425,73187900.0
2010-05-01,150.54666133333333,151.88333133333333,144.37999966666666,146.63333133333333,124.42972066666667,58219500.0
2010-05-02,149.19332866666664,151.26666266666666,145.45999633333332,148.06666566666667,125.64601633333335,43251100.0
2010-05-03,147.83999599999999,150.649994,146.53999299999998,149.5,126.86231200000002,28282700.0
2010-05-04,149.029999,152.350006,147.830002,149.449997,126.819969,30313400.0
2010-05-05,148.100006,151.220001,147.199997,148.190002,125.75071000000001,18355200.0
2010-05-06,147.479996,148.630005,139.059998,142.320007,120.769585,22984700.0
2010-05-07,145.380005,146.550003,141.5,142.990005,121.338104,21268500.0
2010-05-08,146.61666866666667,147.66666666666666,141.399999,143.270004,121.57570633333334,21878400.0
2010-05-09,147.85333233333333,148.78333033333334,141.299998,143.550003,121.81330866666667,22488300.0
2010-05-10,149.08999599999999,149.899994,141.199997,143.830002,122.05091100000001,23098200.0
2010-05-11,142.399994,145.5,141.550003,141.970001,120.47258799999999,15497900.0
2010-05-12,144.240005,147.649994,142.279999,147.199997,124.910614,15457000.0
2010-05-13,148.360001,148.449997,144.419998,144.649994,122.74675800000001,11517900.0
2010-05-14,143.41000400000001,144.149994,141.899994,143.229996,121.54176299999999,10977400.0
2010-05-15,143.430003,144.199997,140.77666233333332,143.03333033333334,121.37486766666666,12761633.333333334
2010-05-16,143.450002,144.25,139.65333066666668,142.83666466666665,121.20797233333333,14545866.666666666
2010-05-17,143.470001,144.300003,138.529999,142.639999,121.041077,16330100.0
2010-05-18,143.690002,143.75,136.600006,137.360001,116.560616,18025300.0
2010-05-19,137.949997,140.130005,136.100006,140.100006,118.88573500000001,18079900.0
2010-05-20,138.199997,139.490005,135.75,136.100006,115.49136399999999,16279200.0
2010-05-21,137.080002,143.449997,136.25,140.619995,119.326981,25553400.0
2010-05-22,138.72000133333333,143.28333033333334,136.336665,139.3099973333333,118.215345,22554533.333333332
2010-05-23,140.36000066666668,143.11666366666665,136.42333,137.99999966666667,117.10370900000001,19555666.666666668
2010-05-24,142.0,142.949997,136.509995,136.690002,115.992073,16556800.0
2010-05-25,134.729996,143.190002,134.199997,142.559998,120.973198,21490900.0
2010-05-26,144.28999299999998,145.800003,139.690002,140.300003,119.055435,17073900.0
2010-05-27,142.929993,145.050003,141.03999299999998,144.949997,123.308907,12910200.0
2010-05-28,144.419998,145.800003,143.100006,144.259995,122.721916,10683700.0
2010-05-29,144.37999725,145.95000075000002,142.75000375000002,143.6599965,122.21151325,10376575.0
2010-05-30,144.33999649999998,146.0999985,142.4000015,143.059998,121.7011105,10069450.0
2010-05-31,144.29999575,146.24999624999998,142.04999924999998,142.4599995,121.19070775,9762325.0
2010-06-01,144.259995,146.399994,141.699997,141.860001,120.680305,9455200.0
2010-06-02,142.0,145.0,141.139999,144.830002,123.206833,7668400.0
2010-06-03,144.91000400000001,145.25,142.5,144.03999299999998,122.534805,7454900.0
2010-06-04,142.169998,145.869995,141.71000700000002,142.25,121.012054,14900400.0
2010-06-05,142.206665,145.00333133333334,140.42334000000002,141.05999766666667,119.99972266666667,14013133.333333334
2010-06-06,142.243332,144.13666766666665,139.136673,139.86999533333332,118.98739133333335,13125866.666666666
2010-06-07,142.279999,143.270004,137.850006,138.679993,117.97506000000001,12238600.0
2010-06-08,139.139999,139.679993,135.050003,137.779999,117.209419,14587000.0
2010-06-09,138.58999599999999,139.419998,136.220001,136.800003,116.37571000000001,8950600.0
2010-06-10,137.600006,137.770004,131.300003,133.770004,113.798119,21931000.0
2010-06-11,133.330002,136.050003,133.0,135.639999,115.388931,9241800.0
2010-06-12,134.59000166666667,136.40333566666666,133.13333133333333,134.90666666666667,114.765073,9811666.666666666
2010-06-13,135.85000133333335,136.75666833333335,133.26666266666666,134.17333433333332,114.141215,10381533.333333334
2010-06-14,137.110001,137.110001,133.399994,133.440002,113.517357,10951400.0
2010-06-15,134.630005,137.399994,133.300003,136.899994,116.46080800000001,10649300.0
2010-06-16,136.059998,138.259995,135.71000700000002,137.059998,116.596848,7077700.0
2010-06-17,136.949997,138.380005,135.220001,137.320007,116.818092,8104300.0
2010-06-18,137.820007,139.720001,137.520004,138.179993,117.54965200000001,10154900.0
2010-06-19,138.43000266666667,139.86333199999999,137.450002,138.03333033333334,117.42490133333334,9666933.333333334
2010-06-20,139.03999833333333,140.006663,137.38,137.88666766666665,117.30015066666667,9178966.666666666
2010-06-21,139.649994,140.149994,137.309998,137.740005,117.1754,8691000.0
2010-06-22,137.53999299999998,137.75,134.58999599999999,134.78999299999998,114.665825,9002200.0
2010-06-23,133.899994,136.380005,132.729996,135.070007,114.90401499999999,8232200.0
2010-06-24,134.139999,135.979996,133.110001,134.979996,114.827446,9967900.0
2010-06-25,136.990005,140.899994,135.429993,139.66000400000001,118.808701,14332300.0
2010-06-26,138.120005,140.72666433333333,135.79666166666667,138.66000400000001,117.95800033333333,12857566.666666666
2010-06-27,139.25000500000002,140.55333466666667,136.16333033333333,137.66000400000001,117.10729966666666,11382833.333333334
2010-06-28,140.380005,140.380005,136.529999,136.66000400000001,116.256599,9908100.0
2010-06-29,134.979996,135.850006,133.169998,133.759995,113.789604,10338100.0
2010-06-30,133.679993,134.300003,131.020004,131.270004,111.671379,9139800.0
2010-07-01,131.690002,133.75,129.5,131.139999,111.56071499999999,11645300.0
2010-07-02,132.110001,132.380005,129.690002,131.080002,111.50972,6566400.0
2010-07-03,132.517502,132.8825035,130.03500325,131.37500025,111.7606775,6879825.0
2010-07-04,132.925003,133.385002,130.38000449999998,131.66999850000002,112.011635,7193250.0
2010-07-05,133.332504,133.8875005,130.72500575,131.96499675,112.2625925,7506675.0
2010-07-06,133.740005,134.389999,131.070007,132.259995,112.51355,7820100.0
2010-07-07,132.440002,136.130005,132.070007,135.830002,115.550529,9300400.0
2010-07-08,136.919998,137.169998,133.559998,135.46000700000002,115.23577900000001,9895700.0
2010-07-09,135.360001,138.5,134.58999599999999,138.059998,117.447601,6919900.0
2010-07-10,136.110001,138.436666,135.069997,137.78999866666666,117.21790033333333,6189566.666666667
2010-07-11,136.860001,138.373332,135.549998,137.51999933333335,116.98819966666667,5459233.333333333
2010-07-12,137.610001,138.309998,136.029999,137.25,116.758499,4728900.0
2010-07-13,138.5,141.199997,138.110001,140.25,119.310608,8983900.0
2010-07-14,139.28999299999998,139.58999599999999,137.649994,139.059998,118.29827900000001,6068500.0
2010-07-15,140.020004,146.25,137.820007,145.220001,123.538597,21621900.0
2010-07-16,151.470001,152.0,146.050003,146.169998,124.34677099999999,29604600.0
2010-07-17,150.20333333333332,150.56666566666667,145.400004,146.006663,124.20780666666666,23361700.0
2010-07-18,148.93666566666667,149.13333133333333,144.75000500000002,145.84332799999999,124.06884233333334,17118800.0
2010-07-19,147.669998,147.699997,144.100006,145.679993,123.929878,10875900.0
2010-07-20,142.179993,149.729996,141.550003,148.91000400000001,126.677742,20571400.0
2010-07-21,150.050003,150.970001,146.860001,146.990005,125.044327,11337000.0
2010-07-22,148.880005,149.880005,144.16000400000001,146.550003,124.670052,13307300.0
2010-07-23,146.649994,148.41000400000001,144.570007,147.380005,125.37613700000001,7306900.0
2010-07-24,146.89666233333332,148.60666933333334,144.78334033333334,147.65333566666666,125.60866066666668,6900933.333333333
2010-07-25,147.14333066666666,148.80333466666667,144.99667366666668,147.92666633333334,125.84118433333335,6494966.666666667
2010-07-26,147.389999,149.0,145.21000700000002,148.199997,126.07370800000001,6089000.0
2010-07-27,149.08999599999999,149.66000400000001,147.0,147.229996,125.24848200000001,7151200.0
2010-07-28,147.0,148.649994,146.779999,147.199997,125.222977,4845600.0
2010-07-29,148.270004,153.149994,147.630005,152.580002,129.799835,15657700.0
2010-07-30,151.350006,153.41000400000001,150.800003,150.820007,128.302505,8792400.0
2010-07-31,151.84000633333335,153.486669,151.07000233333335,151.46000633333333,128.84696933333333,8035966.666666667
2010-08-01,152.33000666666666,153.563334,151.34000166666667,152.10000566666668,129.39143366666667,7279533.333333333
2010-08-02,152.820007,153.639999,151.610001,152.740005,129.935898,6523100.0
2010-08-03,152.119995,153.96000700000002,151.41000400000001,153.190002,130.318649,5648500.0
2010-08-04,153.619995,157.25,153.0,156.41000400000001,133.05793799999998,12283700.0
2010-08-05,155.630005,156.220001,154.399994,155.919998,132.641098,5680200.0
2010-08-06,154.53999299999998,156.059998,153.770004,155.179993,132.011597,8082600.0
2010-08-07,155.00332633333332,156.10666433333333,154.04333466666665,155.25332666666665,132.07396466666665,6791666.666666667
2010-08-08,155.46665966666666,156.15333066666668,154.31666533333333,155.32666033333334,132.13633233333334,5500733.333333334
2010-08-09,155.929993,156.199997,154.58999599999999,155.399994,132.1987,4209800.0
2010-08-10,154.020004,154.770004,153.179993,153.899994,130.922699,5861700.0
2010-08-11,151.720001,152.0,148.91000400000001,149.25,126.96688799999998,7734400.0
2010-08-12,147.809998,150.58999599999999,147.809998,149.419998,127.11154199999999,4949300.0
2010-08-13,149.380005,150.449997,148.080002,148.080002,125.971581,4218700.0
2010-08-14,148.78000400000002,150.02666233333332,147.72000133333333,147.973333,125.88085466666666,4065833.3333333335
2010-08-15,148.180003,149.60332766666667,147.36000066666668,147.86666400000001,125.79012833333334,3912966.6666666665
2010-08-16,147.580002,149.179993,147.0,147.759995,125.699402,3760100.0
2010-08-17,148.679993,149.78999299999998,148.139999,148.58999599999999,126.405449,4391600.0
2010-08-18,148.53999299999998,149.940002,147.729996,149.199997,126.92440800000001,4460600.0
2010-08-19,148.669998,149.66000400000001,146.279999,147.050003,125.09540600000001,5290900.0
2010-08-20,147.440002,148.970001,147.25,148.240005,126.107689,5276800.0
2010-08-21,147.66666633333332,148.813334,147.03333533333333,147.740005,125.68235266666666,4760933.333333333
2010-08-22,147.89333066666666,148.656667,146.81667066666668,147.240005,125.25701633333334,4245066.666666667
2010-08-23,148.119995,148.5,146.600006,146.740005,124.83168,3729200.0
2010-08-24,144.800003,145.490005,143.820007,143.949997,122.458183,6372300.0
2010-08-25,142.809998,145.330002,142.75,144.679993,123.07920800000001,5638400.0
2010-08-26,144.940002,145.16000400000001,141.66000400000001,141.809998,120.63773300000001,6818100.0
2010-08-27,141.130005,141.740005,138.25,139.75,118.885269,11252000.0
2010-08-28,140.36333733333333,141.19667033333334,137.71666466666667,138.72000133333333,118.106341,9569933.333333334
2010-08-29,139.59666966666668,140.65333566666666,137.18332933333332,137.6900026666667,117.327413,7887866.666666666
2010-08-30,138.830002,140.110001,136.649994,136.66000400000001,116.54848500000001,6205800.0
2010-08-31,136.25,138.009995,135.78999299999998,136.929993,116.77878600000001,7064100.0
2010-09-01,139.009995,140.33999599999999,137.800003,139.740005,119.175247,6897700.0
2010-09-02,139.929993,140.149994,138.449997,139.779999,119.20935800000001,4992000.0
2010-09-03,141.619995,147.990005,141.330002,147.28999299999998,125.614151,13588500.0
2010-09-04,142.75249474999998,147.552505,142.035,146.7699965,125.17067150000001,11744200.0
2010-09-05,143.8849945,147.115005,142.739998,146.25,124.727192,9899900.0
2010-09-06,145.01749425,146.677505,143.444996,145.7300035,124.28371250000001,8055600.0
2010-09-07,146.149994,146.240005,144.149994,145.21000700000002,123.84023300000001,6211300.0
2010-09-08,145.380005,149.66000400000001,145.360001,147.53999299999998,125.82739299999999,8310300.0
2010-09-09,149.78999299999998,150.679993,148.5,149.139999,127.191895,6729800.0
2010-09-10,149.46000700000002,150.75,148.809998,150.389999,128.257919,4417200.0
2010-09-11,150.41334033333334,152.06666566666667,149.973333,151.7166643333333,129.38937366666667,5496000.0
2010-09-12,151.36667366666668,153.38333133333333,151.13666800000001,153.04332966666666,130.52082833333333,6574800.0
2010-09-13,152.320007,154.699997,152.300003,154.369995,131.652283,7653600.0
2010-09-14,153.53999299999998,153.75,152.229996,152.529999,130.083008,5688200.0
2010-09-15,151.669998,152.800003,150.669998,152.559998,130.108627,5698200.0
2010-09-16,152.279999,152.479996,151.16000400000001,152.229996,129.82711799999998,4388600.0
2010-09-17,152.110001,152.470001,150.559998,150.979996,128.761108,4835600.0
2010-09-18,151.73333266666668,152.44666533333333,150.336665,151.286662,129.02264366666668,5103900.0
2010-09-19,151.35666433333333,152.42332966666666,150.11333199999999,151.59332799999999,129.28417933333333,5372200.0
2010-09-20,150.979996,152.399994,149.889999,151.899994,129.545715,5640500.0
2010-09-21,152.110001,154.570007,151.08999599999999,151.399994,129.11937,6876000.0
2010-09-22,149.949997,150.550003,147.690002,148.070007,126.27932,8986100.0
2010-09-23,146.360001,146.869995,143.979996,144.91000400000001,123.584419,9152400.0
2010-09-24,146.25,147.600006,145.820007,147.279999,125.60569,5623700.0
2010-09-25,146.50333166666667,147.87000533333335,145.806671,146.85333266666666,125.241801,5484433.333333333
2010-09-26,146.75666333333334,148.14000466666667,145.793335,146.42666633333334,124.877912,5345166.666666667
2010-09-27,147.009995,148.41000400000001,145.779999,146.0,124.514023,5205900.0
2010-09-28,146.509995,146.690002,144.059998,145.009995,123.66966200000002,5504800.0
2010-09-29,145.020004,145.020004,142.53999299999998,144.419998,123.16653400000001,6944900.0
2010-09-30,145.25,146.979996,144.300003,144.580002,123.302986,6854400.0
2010-10-01,145.199997,148.5,144.820007,147.699997,125.963799,7439800.0
2010-10-02,146.03333033333334,148.49000033333334,144.78000366666666,147.32333366666666,125.64257599999999,6915433.333333333
2010-10-03,146.86666366666665,148.48000066666665,144.74000033333334,146.94667033333334,125.321353,6391066.666666667
2010-10-04,147.699997,148.470001,144.699997,146.570007,125.00013,5866700.0
2010-10-05,147.559998,150.279999,146.070007,149.570007,127.558624,8724700.0
2010-10-06,149.75,152.330002,149.130005,150.83999599999999,128.641708,6330600.0
2010-10-07,152.110001,152.360001,150.029999,151.110001,128.87200900000002,4471500.0
2010-10-08,151.149994,153.399994,150.619995,152.66000400000001,130.19390900000002,5225100.0
2010-10-09,151.65666199999998,153.29666133333333,150.83666466666665,152.50666833333335,130.0631206666667,4968200.0
2010-10-10,152.16333,153.19332866666664,151.05333433333334,152.35333266666666,129.93233233333333,4711300.0
2010-10-11,152.669998,153.08999599999999,151.270004,152.199997,129.801544,4454400.0
2010-10-12,151.300003,155.449997,151.009995,155.21000700000002,132.368637,6378000.0
2010-10-13,156.300003,156.690002,154.389999,154.729996,131.959259,5626200.0
2010-10-14,154.229996,154.28999299999998,150.550003,151.58999599999999,129.281342,6891100.0
2010-10-15,152.690002,152.690002,150.66000400000001,150.690002,128.513809,6901500.0
2010-10-16,152.10333233333333,153.25333633333332,150.723338,151.69333366666666,129.36946600000002,6925100.0
2010-10-17,151.51666266666666,153.81667066666668,150.786672,152.69666533333333,130.225123,6948700.0
2010-10-18,150.929993,154.380005,150.850006,153.699997,131.08078,6972300.0
2010-10-19,155.139999,159.699997,154.110001,156.720001,133.65638700000002,14491200.0
2010-10-20,156.21000700000002,160.25,154.860001,159.600006,136.112564,10631200.0
2010-10-21,159.580002,161.5,158.100006,159.300003,135.856689,6350900.0
2010-10-22,159.889999,159.979996,157.5,157.759995,134.54332,4051700.0
2010-10-23,159.713333,159.80332966666666,157.09000133333333,157.636663,134.43815133333334,4610566.666666667
2010-10-24,159.536667,159.62666333333334,156.68000266666667,157.513331,134.33298266666665,5169433.333333333
2010-10-25,159.360001,159.449997,156.270004,157.389999,134.227814,5728300.0
2010-10-26,156.720001,158.729996,156.529999,158.28999299999998,134.995331,4068500.0
2010-10-27,157.190002,160.58999599999999,157.0,160.149994,136.581604,6570900.0
2010-10-28,160.860001,163.78999299999998,160.440002,163.240005,139.216858,9918800.0
2010-10-29,162.149994,163.600006,160.949997,161.130005,137.417435,4536600.0
2010-10-30,162.02333066666665,163.386673,160.68999733333334,161.27667233333335,137.54250100000002,4529200.0
2010-10-31,161.89666733333334,163.17334000000002,160.42999766666665,161.42333966666666,137.667567,4521800.0
2010-11-01,161.770004,162.96000700000002,160.169998,161.570007,137.792633,4514400.0
2010-11-02,162.059998,163.0,161.800003,162.820007,138.85876499999998,3332400.0
2010-11-03,163.179993,163.179993,160.570007,162.630005,138.696686,4462800.0
2010-11-04,163.619995,166.399994,162.690002,166.389999,141.90332,8162600.0
2010-11-05,165.990005,171.179993,165.919998,171.070007,145.894608,11989300.0
2010-11-06,167.31000233333333,171.323329,166.98000066666665,170.44667033333334,145.36299166666666,9831566.666666666
2010-11-07,168.62999966666666,171.466665,168.04000333333335,169.82333366666666,144.83137533333334,7673833.333333333
2010-11-08,169.949997,171.610001,169.100006,169.199997,144.299759,5516100.0
2010-11-09,170.300003,170.850006,166.0,166.550003,142.039703,7343900.0
2010-11-10,166.309998,168.649994,165.570007,167.220001,142.611176,6328100.0
2010-11-11,165.78999299999998,168.889999,165.78999299999998,167.71000700000002,143.029083,3931500.0
2010-11-12,166.389999,168.119995,164.649994,165.830002,141.425751,4735600.0
2010-11-13,166.15333033333332,168.52999866666667,164.76999433333333,166.293335,141.82089266666665,4890066.666666667
2010-11-14,165.91666166666667,168.94000233333333,164.88999466666667,166.756668,142.21603433333334,5044533.333333333
2010-11-15,165.679993,169.350006,165.009995,167.220001,142.611176,5199000.0
2010-11-16,165.800003,167.0,164.66000400000001,165.100006,140.803146,5914100.0
2010-11-17,165.119995,165.729996,164.0,164.889999,140.6241,3726300.0
2010-11-18,165.690002,168.929993,165.600006,167.350006,142.722,4987500.0
2010-11-19,167.5,167.75,165.699997,166.669998,142.14209,4584500.0
2010-11-20,166.43333433333333,166.62666833333333,163.28333033333334,164.79666633333332,140.544449,6844333.333333334
2010-11-21,165.36666866666667,165.50333666666668,160.86666366666665,162.92333466666668,138.946808,9104166.666666668
2010-11-22,164.300003,164.380005,158.449997,161.050003,137.349167,11364000.0
2010-11-23,159.100006,160.899994,157.66000400000001,157.779999,134.560379,7315000.0
2010-11-24,158.96000700000002,160.699997,158.550003,160.259995,136.675415,4258200.0
