Date,GS,fft,amplitude,phase,inv_fft3,fft3amplitude,fft3phase,inv_fft6,fft6amplitude,fft6phase,inv_fft9,fft9amplitude,fft9phase,inv_fft20,fft20amplitude,fft20phase,inv_fft100,fft100amplitude,fft100phase
2010-01-16,165.62250550000005,(-825.5920681766498+5952.684945907204j),6009.663911423538,1.7086095595712205,(195.26441885827992+4.145906238631422j),0.0,0.0,(204.83224876431672-4.585991446125618j),0.0,0.0,(222.06385789240213-6.0916207249389736j),0.0,0.0,(235.40288155303716-2.266239022905676j),6009.663911423538,1.7086095595712205,(165.15281451219516+0.04967719088406852j),6009.663911423538,1.7086095595712205
2010-01-17,166.035004,(121.44989034947136+2758.140066790166j),2760.8126890282074,1.5267914958528515,(195.17399039329456+4.101343510858499j),0.0,0.0,(204.66134183358332-4.609144618412216j),0.0,0.0,(221.62278676430833-6.100816626557368j),0.0,0.0,(233.9212942376925-2.203927035508599j),2760.8126890282074,1.5267914958528515,(160.71945437108013+0.08640295021058364j),2760.8126890282074,1.5267914958528515
2010-01-18,166.44750249999998,(6622.353963362913+13658.93000357307j),15179.655492091286,1.1193525746427595,(195.0832995612241+4.056694348065253j),0.0,0.0,(204.49002066318522-4.631909245424392j),0.0,0.0,(221.17901365910606-6.108855382670988j),0.0,0.0,(232.43380561629945-2.139550879587773j),15179.655492091286,1.1193525746427595,(156.79147163276593+0.12110940053343455j),15179.655492091286,1.1193525746427595
2010-01-19,166.860001,(-876.9389047676245+3346.870821144615j),3459.8505944800954,1.8270532579268073,(194.99234648565493+4.011959691223929j),0.0,0.0,(204.3182905526357-4.654283408131747j),0.0,0.0,(220.7325846956161-6.115735468564559j),0.0,0.0,(230.9410483499419-2.0731708489880276j),3459.8505944800954,1.8270532579268073,(153.37175412708672+0.1529854231644343j),3459.8505944800954,1.8270532579268073
2010-01-20,167.78999299999995,(6805.3075705640385+2118.776663146836j),7127.511885523016,0.3018293573475284,(194.9011312950849+3.967140483109006j),0.0,0.0,(204.14615680875565-4.6762652204195305j),0.0,0.0,(220.2835463140586-6.1214555792877405j),0.0,0.0,(229.44365540540747-2.004849114356226j),7127.511885523016,0.3018293573475284,(150.45722240469644+0.18128604887131416j),7127.511885523016,0.3018293573475284
2010-01-21,160.869995,(6023.484019046644+2309.068869505166j),6450.903717451391,0.3660661649720741,(194.80965412292875+3.922237668276523j),0.0,0.0,(203.97362474531846-4.697852829247864j),0.0,0.0,(219.83194526920087-6.126014629904034j),0.0,0.0,(227.94225965390496-1.9346496649134366j),6450.903717451391,0.3660661649720741,(148.03901415138682+0.2053498684292343j),6450.903717451391,0.3660661649720741
2010-01-22,154.119995,(3207.7649746866564+7568.468787943601j),8220.18709804728,1.1699147619656578,(194.7179151075209+3.877252193044619j),0.0,0.0,(203.8006996826933-4.719044414807513j),0.0,0.0,(219.3778286234599-6.129411755695287j),0.0,0.0,(226.43749347096627-1.8626382485233322j),8220.18709804728,1.1699147619656578,(146.1027551580227+0.22461449030698333j),8220.18709804728,1.1699147619656578
2010-01-23,154.40666199999995,(4430.36619008622+15601.957412305228j),16218.792176782004,1.2941172669286063,(194.62591439212136+3.832185005473434j),0.0,0.0,(203.62738694749015-4.739838190673765j),0.0,0.0,(218.92124373996333-6.131646312326836j),0.0,0.0,(224.92998833783048-1.7888823101130384j),16218.792176782004,1.2941172669286063,(144.62891158949105+0.23862968422510988j),16218.792176782004,1.2941172669286063
2010-01-24,154.693329,(-4329.604505838322+11635.682174996826j),12415.09463735635,1.9270196319836728,(194.53365212491914+3.787037055345145j),0.0,0.0,(203.4536918722021-4.7602324039567065j),0.0,0.0,(218.46223827556685-6.132717875969114j),0.0,0.0,(223.42037444459928-1.7134509285064183j),0.0,0.0,(143.59321689134708+0.24706790341326723j),12415.09463735635,1.9270196319836728
2010-01-25,154.979996,(2872.2663734689563+4831.940328651242j),5621.170826421021,1.0344800212129597,(194.44112845903703+3.741809294144147j),0.0,0.0,(203.27961979484974-4.78022533544889j),0.0,0.0,(218.0008601738306-6.1326262433778j),0.0,0.0,(221.90928029545498-1.6364147517243026j),0.0,0.0,(142.9671653939755+0.2497319396522144j),5621.170826421021,1.0344800212129597
2010-01-26,150.880005,(-1867.106872757924+9289.971629548863j),9475.740654541081,1.7691348829756932,(194.34834355253457+3.6965026750369674j),0.0,0.0,(203.1051760586234-4.799815299770486j),0.0,0.0,(217.53715765795553-6.131371431932948j),0.0,0.0,(220.39733231622824-1.5578459308172796j),0.0,0.0,(142.7185635452346+0.24655953219308913j),9475.740654541081,1.7691348829756932
2010-01-27,151.5,(-5017.1042146528025+5299.40078892028j),7297.601210144043,2.3288377305343846,(194.25529756841334+3.651118152851467j),0.0,0.0,(202.93036601152602-4.819000645511522j),0.0,0.0,(217.0711792236812-6.1289536796352735j),0.0,0.0,(218.8851544646029-1.477818052290118j),0.0,0.0,(142.8121287449769+0.23762482284401187j),7297.601210144043,2.3288377305343846
2010-01-28,153.28999299999995,(-8059.842919518157+7665.573077883691j),11123.042681734267,2.3812613792694086,(194.16199067461997+3.605656684057763j),0.0,0.0,(202.7551950060164-4.8377797553708035j),0.0,0.0,(216.60297363214576-6.125373445061641j),0.0,0.0,(217.37336784323747-1.3964060691813103j),0.0,0.0,(143.21012498639843+0.22313662321369776j),11123.042681734267,2.3812613792694086
2010-01-29,148.720001,(-748.9162034346291+1214.21858226525j),1426.6051469433203,2.12346902628922,(194.06842304405035+3.560119226747716j),0.0,0.0,(202.57966839865077-4.856151046291899j),0.0,0.0,(216.13258990270876-6.120631407277003j),0.0,0.0,(215.86259031608708-1.3136862308632402j),0.0,0.0,(143.8730239440468+0.20343353461016989j),1426.6051469433203,2.12346902628922
2010-01-30,150.19000233333333,(-391.58561268985-1488.3018075547127j),1538.9546979805189,-1.8280743210324077,(193.974594854553+3.514506740614152j),0.0,0.0,(202.40379154972587-4.874112969597803j),0.0,0.0,(215.66007730573884-6.114728465706506j),0.0,0.0,(214.35343612819807-1.2297360116276081j),0.0,0.0,(144.76017979664263+0.17897603464572853j),1538.9546979805189,-1.8280743210324077
2010-01-31,151.66000366666668,(2155.800161373769+2155.5163967106478j),3048.561180666647,0.7853323448339333,(193.88050628893248+3.468820186931552j),0.0,0.0,(202.2275698229201-4.891664011119971j),0.0,0.0,(215.1854853553666-6.1076657399645455j),0.0,0.0,(212.84651552925357-1.1446340381247637j),0.0,0.0,(145.83050594060396+0.15033571549150793j),3048.561180666647,0.7853323448339333
2010-02-01,153.130005,(-424.91841040451664+8487.889110420256j),8498.518530090492,1.620816298091905,(193.78615753495382+3.4230605285350464j),0.0,0.0,(202.05100858493736-4.90880269132704j),0.0,0.0,(214.70886380220594-6.0994445696426j),0.0,0.0,(211.3424344011368-1.0584600157226163j),0.0,0.0,(147.0431418389381+0.11818192529115379j),8498.518530090492,1.620816298091905
2010-02-02,156.940002,(2564.046010753066+4979.881707031491j),5601.210026528695,1.0953149864537395,(193.69154878534482+3.3772287298008337j),0.0,0.0,(201.87411320514747-4.925527565449329j),0.0,0.0,(214.23026262604066-6.09006651405484j),0.0,0.0,(209.8417938897798-0.9712946538554661j),0.0,0.0,(148.35809855726464+0.08326612493685559j),5601.210026528695,1.0953149864537395
2010-02-03,157.229996,(-457.4669975518573+7672.245872544883j),7685.87228508457,1.6303520314384221,(193.5966802377998+3.3313257566249774j),0.0,0.0,(201.69688905522892-4.941837223600103j),0.0,0.0,(213.7497320284819-6.0795333519426435j),0.0,0.0,(208.3451900415584-0.8832195904331002j),0.0,0.0,(149.73687205717874+0.046404325801461255j),7685.87228508457,1.6303520314384221
2010-02-04,150.679993,(-1796.348095771571+3442.8871243605945j),3883.341117165747,2.051697113795451,(193.50155209498257+3.285352576403824j),0.0,0.0,(201.51934150881078-4.957730290895228j),0.0,0.0,(213.2673224255958-6.0678470811370175j),0.0,0.0,(206.8532134444936-0.7943173153792742j),0.0,0.0,(151.14301403582624+0.008458018872502748j),3883.341117165747,2.051697113795451
2010-02-05,154.160004,(-81.63773528211686+7720.299584972198j),7720.731208994644,1.5813703585042305,(193.40616456453017+3.239310158013197j),0.0,0.0,(201.34147594111505-4.9732054275683595j),0.0,0.0,(212.78308444050225-6.0550099181801045j),0.0,0.0,(205.36644887451286-0.704671093373733j),0.0,0.0,(152.54265100443422-0.02968595901134563j),7720.731208994644,1.5813703585042305
2010-02-06,153.14000466666667,(-2885.5438007979255+3596.5033827436855j),4610.986836720543,2.2469498305825466,(193.3105178590552+3.193199471788148j),0.0,0.0,(201.16329772859876-4.988261329084509j),0.0,0.0,(212.29706889594598-6.041024297904002j),0.0,0.0,(203.88547494701874-0.6143648858663227j),0.0,0.0,(153.90494336902452-0.0671361512758466j),4610.986836720543,2.2469498305825466
2010-02-07,152.12000533333338,(-1275.6648280201757+6204.258727827138j),6334.046661911085,1.7735813640198408,(193.21461219614832+3.1470214895025634j),0.0,0.0,(200.98481224859552-5.002896726249318j),0.0,0.0,(211.80932680684197-6.025892872969777j),0.0,0.0,(202.41086377401132-0.5234832724406857j),0.0,0.0,(155.20247749185103-0.10301731569580852j),6334.046661911085,1.7735813640198408
2010-02-08,151.100006,(-3076.82007120912+3724.1466837581725j),4830.744277307824,2.2612988130548266,(193.11844779838242+3.100777184348402j),0.0,0.0,(200.8060248789585-5.017110385316741j),0.0,0.0,(211.31990937279494-6.009618513363449j),0.0,0.0,(200.94318062700518-0.43211137159792656j),0.0,0.0,(156.4115850477001-0.13649087953473327j),4830.744277307824,2.2612988130548266
2010-02-09,152.490005,(3110.5568932553197+2501.2023784101093j),3991.438027070266,0.6772366461091239,(193.0220248933141+3.0544675309153604j),0.0,0.0,(200.62694099770363-5.030901108092735j),0.0,0.0,(210.82886797059712-5.992204305852823j),0.0,0.0,(199.48298360597195-0.3403347610359049j),0.0,0.0,(157.51258541829696-0.16677453769000294j),3991.438027070266,0.6772366461091239
2010-02-10,153.630005,(3094.892791864145+2321.8444227044497j),3869.0209247788257,0.6436406435896375,(192.92534371348637+3.00809350517072j),0.0,0.0,(200.44756598264988-5.044267732035962j),0.0,0.0,(210.33625414669976-5.9736535534006805j),0.0,0.0,(198.03082331454075-0.24823939749789758j),0.0,0.0,(158.48994836222082-0.19316053581482606j),3869.0209247788257,0.6436406435896375
2010-02-11,154.050003,(738.1599763808913+1674.3351727962272j),1829.830161953073,1.1555628844935673,(192.82840449643209+2.9616560844375783j),0.0,0.0,(200.26790521106477-5.057209130356583j),0.0,0.0,(209.84211960966695-5.953969774539331j),0.0,0.0,(196.58724254168155-0.15591153626704113j),0.0,0.0,(159.33237572734467-0.21503221112831028j),1829.830161953073,1.1555628844935673
2010-02-12,153.929993,(3374.6053709480193+4349.4501825025245j),5505.059336619584,0.9109433145467882,(192.73120748467517+2.9151562473760606j),0.0,0.0,(200.08796405930593-5.069724212110344j),0.0,0.0,(209.34651622260648-5.933156702702902j),0.0,0.0,(195.15277595008513-0.06343765038099036j),0.0,0.0,(160.03280250780543-0.2318784043376425j),5505.059336619584,0.9109433145467882
2010-02-13,154.79749325,(1179.5288683445124+5379.473343157098j),5507.269904498588,1.354947438339183,(192.63375292573352+2.8685949739611445j),0.0,0.0,(199.90774790246468-5.081811922290882j),0.0,0.0,(208.84949599558306-5.911218285518871j),0.0,0.0,(193.72794977145736+0.02909565035825068j),0.0,0.0,(160.5883190578951-0.24330540585843607j),5507.269904498588,1.354947438339183
2010-02-14,155.66499349999995,(1711.356511290027+2813.3657162744867j),3292.9876650609285,1.024299820619411,(192.53604107212118+2.821973245462381j),0.0,0.0,(199.72726211400987-5.093471241919275j),0.0,0.0,(208.35111107801248-5.888158684059846j),0.0,0.0,(192.3132815089316+0.12160170050123753j),0.0,0.0,(161.00001773175924-0.24904615713567324j),3292.9876650609285,1.024299820619411
2010-02-15,156.53249375,(1802.5624444992127+7425.736253849065j),7641.38667245987,1.3326572016762772,(192.43807218135026+2.7752920444238143j),0.0,0.0,(199.54651206543122-5.104701188129155j),0.0,0.0,(207.85141375104024-5.8639822720541375j),0.0,0.0,(190.90927964680026+0.21399386012126342j),0.0,0.0,(161.27276859240675-0.24896649202418075j),7641.38667245987,1.3326572016762772
2010-02-16,157.399994,(5.689727179012607+5202.28664891725j),5202.28976033612,1.5697026298699945,(192.33984651593317+2.728552354642929j),0.0,0.0,(199.36550312588471-5.115500814249447j),0.0,0.0,(207.3504564199039-5.838693635056213j),0.0,0.0,(189.516443367762+0.30618559595987094j),0.0,0.0,(161.41493010016632-0.24306827236417305j),5202.28976033612,1.5697026298699945
2010-02-17,157.259995,(-620.4303901737709+1513.406904439552j),1635.6449270720357,1.959855973693795,(192.24136434338394+2.681755161149436j),0.0,0.0,(199.18424066183542-5.125869209884986j),0.0,0.0,(206.84829160628132-5.812297569576776j),0.0,0.0,(188.1352622778679+0.398090562473044j),0.0,0.0,(161.43800182558118-0.2314893444678674j),1635.6449270720357,1.959855973693795
2010-02-18,155.729996,(-879.7899177837234+1291.94968158219j),1563.0624680972326,2.1686417657332435,(192.14262593622095+2.6349014501851604j),0.0,0.0,(199.00273003670446-5.13580550099256j),0.0,0.0,(206.34497194062595-5.784799082172984j),0.0,0.0,(186.76621613935475+0.4896226827006718j),0.0,0.0,(161.35622721393602-0.21450031753680587j),1563.0624680972326,2.1686417657332435
2010-02-19,156.179993,(1143.9998734023898-890.2572492013384j),1449.583967937083,-0.6613043124390862,(192.04363157196775+2.5879922091829295j),0.0,0.0,(198.82097661051287-5.145308849954931j),0.0,0.0,(205.84055015449007-5.756203388499602j),0.0,0.0,(185.4097746115346+0.5806962288857651j),0.0,0.0,(161.18615524043759-0.1924982392985708j),1449.583967937083,-0.6613043124390862
2010-02-20,156.35666433333333,(1240.6991754667956+3106.6190766223003j),3345.20799521309,1.1908307517225272,(191.94438153315528+2.5410284267460703j),0.0,0.0,(198.63898573952812-5.154378455651653j),0.0,0.0,(205.335079072837-5.726515912318668j),0.0,0.0,(184.0663969999118+0.6712259027654426j),0.0,0.0,(160.94617042247367-0.16599731667065143j),3345.20799521309,1.1908307517225272
2010-02-21,156.5333356666667,(1382.4916051220007+4122.061167877254j),4347.7202428346745,1.247197331123454,(191.84487610732288+2.494011092627048j),0.0,0.0,(198.45676277591056-5.163013553525673j),0.0,0.0,(204.8286116063449-5.695742284471372j),0.0,0.0,(182.73653201368884+0.7611269154605864j),0.0,0.0,(160.6560010880602-0.13561689831581347j),4347.7202428346745,1.247197331123454
2010-02-22,156.71000700000005,(-249.6464250542782+3356.1903817742896j),3365.4624074941967,1.6450434615880705,(191.74511558701974+2.4469411977071047j),0.0,0.0,(198.27431306735974-5.171213415649014j),0.0,0.0,(204.32120074370053-5.663888341809866j),0.0,0.0,(181.4206175318135+0.8503150668874895j),0.0,0.0,(160.33621603134418-0.1020669999472048j),3365.4624074941967,1.6450434615880705
2010-02-23,156.699997,(806.4694278268523+3042.363618205429j),3147.43853369679,1.3116759454525757,(191.64510026980676+2.3998197339751286j),0.0,0.0,(198.09164195676212-5.178977350783086j),0.0,0.0,(203.81289954388802-5.630960126090585j),0.0,0.0,(180.1190803777174+0.9387068246189543j),0.0,0.0,(160.0077197147251-0.06613171066934598j),3147.43853369679,1.3116759454525757
2010-02-24,158.330002,(756.6372768844615+707.2561402812722j),1035.717730241544,0.7516782090801809,(191.54483045825705+2.352647694507027j),0.0,0.0,(197.90875478183906-5.186304704437802j),0.0,0.0,(203.30376112847014-5.596963882827325j),0.0,0.0,(178.83233610288354+1.0262194021192244j),0.0,0.0,(159.69125600480004-0.028650868161363974j),1035.717730241544,0.7516782090801809
2010-02-25,156.440002,(2063.03019944648+4286.6535954219935j),4757.256840971747,1.122246113546291,(191.4443064599574+2.3054260734444085j),0.0,0.0,(197.72565687479488-5.193194858925722j),0.0,0.0,(202.79383867386568-5.561906060107859j),0.0,0.0,(177.5607887793764+1.1127708362813422j),0.0,0.0,(159.4069300619775+0.009499569029529198j),4757.256840971747,1.122246113546291
2010-02-26,156.350006,(0.27942294802778633+5572.492997120545j),5572.493004126133,1.5707461835380208,(191.34352858750907+2.2581558659733503j),0.0,0.0,(197.54235356196637-5.199647233415959j),0.0,0.0,(202.28318540362292-5.525793307370321j),0.0,0.0,(176.3048308014618+1.1982800641916924j),0.0,0.0,(159.17375745119324+0.047427993369723254j),5572.493004126133,1.5707461835380208
2010-02-27,156.41333500000002,(-1308.3719108773464+1934.8562483637752j),2335.702412338777,2.16537776661749,(191.2424971585287+2.2108380683049234j),0.0,0.0,(197.35885016347223-5.2056612839805325j),0.0,0.0,(201.77185458069175-5.488632474141681j),0.0,0.0,(175.06484269643136+1.2826669990536885j),0.0,0.0,(159.0092488172679+0.08424798595154925j),2335.702412338777,2.16537776661749
2010-02-28,156.476664,(31.56361035800353+1117.325115672007j),1117.7708511185538,1.5425545753173502,(191.14121249564968+2.1634736776520214j),0.0,0.0,(197.17515199286385-5.21123650364288j),0.0,0.0,(201.25989949969343-5.45043060873958j),0.0,0.0,(173.84119294474482+1.3658526051948598j),0.0,0.0,(158.92903759004528+0.11909903284151824j),1117.7708511185538,1.5425545753173502
2010-03-01,156.53999299999995,(127.08281003298748+2001.011604958228j),2005.0430129509402,1.5073722256072593,(191.03967492652168+2.116063692210446j),0.0,0.0,(196.991264356776-5.216372422418303j),0.0,0.0,(200.747373479192-5.411194956934054j),0.0,0.0,(172.63423780959147+1.4477589720917052j),0.0,0.0,(158.9465571713783+0.15116663600935j),2005.0430129509402,1.5073722256072593
2010-03-02,158.75,(955.6119355506432-903.7655559390873j),1315.2894553932736,-0.7575216567606964,(190.93788478381202+2.0686091111362117j),0.0,0.0,(196.80719255457845-5.221068607355377j),0.0,0.0,(200.23432985396516-5.370932960574578j),0.0,0.0,(171.44432117596645+1.5283093873385525j),0.0,0.0,(159.07277293075282+0.17970134882550326j),1315.2894553932736,-0.7575216567606964
2010-03-03,157.720001,(1661.66506920247+2374.38178851275j),2898.0717175095333,0.9601840521224364,(190.8358424052065+2.0211109345254528j),0.0,0.0,(196.6229418780295-5.225324662571367j),0.0,0.0,(199.7208219672805-5.3296522561779796j),0.0,0.0,(170.2717743993501+1.6074284084959771j),0.0,0.0,(159.31597312325798+0.2040362912544822j),2898.0717175095333,0.9601840521224364
2010-03-04,163.610001,(937.8696001018932+3134.951529265275j),3272.234783391615,1.2801052287326598,(190.73354813340882+1.97357016339312j),0.0,0.0,(196.43851761092841-5.229140229285946j),0.0,0.0,(199.20690316317265-5.287360673479768j),0.0,0.0,(169.11691616406847+1.6850419337492326j),0.0,0.0,(159.68162156870278+0.22360273539730713j),3272.234783391615,1.2801052287326598
2010-03-05,167.179993,(977.643855152542+1602.1662707495434j),1876.892183010261,1.0229096559324544,(190.63100231614158+1.925987799651793j),0.0,0.0,(196.25392502876915-5.232514985851566j),0.0,0.0,(198.69262677872675-5.244066233949539j),0.0,0.0,(167.98005235140735+1.7610772713108176j),0.0,0.0,(160.17227362084185+0.2379433971365188j),1876.892183010261,1.0229096559324544
2010-03-06,168.06666066666662,(-176.5296653666669+2635.343819517967j),2641.2496606390723,1.637681846702001,(190.52820530614616+1.8783648460901645j),0.0,0.0,(196.06916939839692-5.235448647780345j),0.0,0.0,(198.17804613636912-5.199777149269437j),0.0,0.0,(166.8614759175465+1.8354632075023574j),0.0,0.0,(160.78755563820272+0.24672312324734236j),2641.2496606390723,1.637681846702001
2010-03-07,168.95332833333333,(-420.49741896397256+2404.7384683720425j),2441.2261633498197,1.74390810728397,(190.425157461183+1.8307023063533094j),0.0,0.0,(195.88425597766283-5.237940967768203j),0.0,0.0,(197.66321453616314-5.154501819776264j),0.0,0.0,(165.7614667813652+1.9081300734531865j),0.0,0.0,(161.52420686999764+0.2497367242088373j),2441.2261633498197,1.74390810728397
2010-03-08,169.839996,(-1056.550711080966+2407.6277437095437j),2629.2528895801565,1.9843265310795173,(190.32185914403135+1.7830011849198542j),0.0,0.0,(195.69919001508003-5.239991735715504j),0.0,0.0,(197.1481852481147-5.108248832868506j),0.0,0.0,(164.6802917221716+1.979009810350565j),0.0,0.0,(162.37618141844945+0.2469137696534709j),2629.2528895801565,1.9843265310795173
2010-03-09,168.850006,(-1288.186370083768+1142.1990819823939j),1721.6395868331495,2.4161899479946416,(190.21831072248912+1.735262487081631j),0.0,0.0,(195.5139767494831-5.241600778744983j),0.0,0.0,(196.63301150448873-5.061026961377534j),0.0,0.0,(163.61820428739557+2.04803603318284j),0.0,0.0,(163.33480675759242+0.23832023438308658j),1721.6395868331495,2.4161899479946416
2010-03-10,171.940002,(-859.9448264602086+1222.6417729931288j),1494.7769096502193,2.183766931879371,(190.11451256937323+1.6874872189223797j),0.0,0.0,(195.32862140968456-5.242767961216341j),0.0,0.0,(196.1177464921346-5.012845161904032j),0.0,0.0,(162.57544471027424+2.1151440929147096j),0.0,0.0,(164.38899420153513+0.22415695648384393j),1494.7769096502193,2.183766931879371
2010-03-11,173.509995,(113.87267273434344+1747.872131608612j),1751.5775672375164,1.505738951369566,(190.0104650625184+1.639676387296845j),0.0,0.0,(195.14312921413602-5.243493184737552j),0.0,0.0,(195.60244334482488-4.963712573118244j),0.0,0.0,(161.5522398375588+2.1802711370370496j),0.0,0.0,(165.5254957432894+0.20475494357198443j),1751.5775672375164,1.505738951369566
2010-03-12,174.96000700000005,(-293.6354715365708+1910.0952636340974j),1932.5334942251106,1.7233304085705774,(189.90616858477762+1.5918309998087707j),0.0,0.0,(194.95750537058817-5.243776388173217j),0.0,0.0,(195.08715513560713-4.913638514027475j),0.0,0.0,(160.54880306725718+2.2433561684328396j),0.0,0.0,(166.7292008468925+0.180567636869867j),1932.5334942251106,1.7233304085705774
2010-03-13,174.48333766666667,(-956.9465298566747+701.6706751908398j),1186.6290058091033,2.508905057502244,(189.8016235240208+1.543952064790787j),0.0,0.0,(194.77175507575126-5.243617547649308j),0.0,0.0,(194.57193486917038-4.862632482207999j),0.0,0.0,(159.5653342964193+2.3043401025074814j),0.0,0.0,(167.98346608600622+0.15216031390652063j),1186.6290058091033,2.508905057502244
2010-03-14,174.00666833333335,(-265.67236983276484+2099.300920098815j),2116.04493364869,1.6966799201913487,(189.69683027313465+1.4960405912819112j),0.0,0.0,(194.58588351495905-5.2430166765563655j),0.0,0.0,(194.056835474227-4.810704152004448j),0.0,0.0,(158.60201987896963+2.3631658225254313j),0.0,0.0,(169.27046999339817+0.12019687751045183j),2116.04493364869,1.6966799201913487
